interaction_id,customer_id,interaction_date,channel,interaction_type,category,priority,subject_line,conversation_text,related_order_id,resolution_type,satisfaction_score,resolution_time_hours,agent_id,escalated,sentiment_score,keywords_extracted,follow_up_needed,interaction_cost
CS_000304,998,2025-07-24 21:57:11.664804,live_chat,compliment,quality,low,Size chart confusion,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,9394,,,,,f,,,f,
CS_000305,1034,2025-04-16 00:08:59.737649,phone,complaint,product_info,medium,Exchange request,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",,,,,,f,,,f,
CS_000306,4852,2025-06-30 01:08:08.793153,live_chat,return_request,sizing,medium,Product availability question,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,12018,,,,,f,,,f,
CS_000307,2888,2025-06-13 12:05:08.27392,phone,complaint,website_issues,medium,Care instructions needed,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000308,4324,2025-04-13 07:44:40.788663,email,inquiry,quality,low,Charge dispute,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,12655,,,,,f,,,f,
CS_000309,699,2025-06-16 18:38:05.378669,email,complaint,returns,high,Fabric defect noticed,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000310,1223,2025-07-19 23:50:43.30017,email,inquiry,quality,medium,Thread coming loose,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",11167,,,,,f,,,f,
CS_000311,1529,2025-08-29 12:26:01.277161,email,compliment,delivery,low,Package delivery delay,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,9877,,,,,f,,,f,
CS_000312,2746,2025-08-07 07:54:21.055096,phone,return_request,quality,high,Wrong item delivered,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,11090,,,,,f,,,f,
CS_000313,871,2025-09-15 11:23:43.752147,email,complaint,sizing,medium,Quality concern with recent purchase,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,11612,,,,,f,,,f,
CS_000314,4829,2025-09-04 15:07:18.738393,phone,inquiry,returns,high,Dress arrived damaged,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000315,383,2025-09-09 13:27:20.544031,email,inquiry,sizing,medium,Exchange request,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000316,2541,2025-05-03 01:49:36.509381,phone,inquiry,returns,low,Payment method update,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,5315,,,,,f,,,f,
CS_000317,4814,2025-03-26 15:01:36.640202,email,compliment,sizing,medium,Size chart confusion,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,221,,,,,f,,,f,
CS_000318,1255,2025-06-20 03:05:46.608655,email,inquiry,sizing,low,Wrong item delivered,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,8111,,,,,f,,,f,
CS_000319,1626,2025-04-04 06:06:13.997737,phone,compliment,returns,low,Order not received,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000320,2682,2025-09-12 02:45:53.209945,phone,inquiry,delivery,medium,Delivery tracking update needed,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,9528,,,,,f,,,f,
CS_000321,825,2025-04-05 10:11:00.118333,email,compliment,delivery,low,Size chart confusion,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,7178,,,,,f,,,f,
CS_000322,2441,2025-07-03 02:23:42.786864,phone,complaint,returns,low,Size recommendation for dress,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",,,,,,f,,,f,
CS_000323,744,2025-05-04 18:22:33.88609,phone,inquiry,quality,medium,Return label request,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,346,,,,,f,,,f,
CS_000324,3248,2025-05-10 09:54:31.814093,phone,complaint,quality,medium,Return process question,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,12835,,,,,f,,,f,
CS_000325,1712,2025-07-14 21:28:31.486957,email,compliment,quality,medium,Delivery tracking update needed,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000326,130,2025-07-06 21:16:29.242769,email,complaint,returns,medium,Size recommendation for dress,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,4625,,,,,f,,,f,
CS_000327,1649,2025-08-17 07:26:30.655987,live_chat,inquiry,sizing,low,Quality concern with recent purchase,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,4070,,,,,f,,,f,
CS_000328,2558,2025-04-09 07:51:56.612481,email,inquiry,returns,medium,Size chart confusion,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000329,4035,2025-03-27 13:19:36.567157,phone,inquiry,sizing,low,Exchange request,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000330,2248,2025-06-15 05:06:11.092394,email,complaint,returns,medium,Dress arrived damaged,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",,,,,,f,,,f,
CS_000331,1668,2025-06-27 17:52:20.653505,phone,inquiry,payment,low,Package delivery delay,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000332,4037,2025-07-08 14:55:17.429883,phone,inquiry,product_info,low,Package delivery delay,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000333,2791,2025-05-10 03:31:30.786442,phone,complaint,returns,low,Payment processing issue,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,5743,,,,,f,,,f,
CS_000334,2905,2025-05-03 08:59:31.68526,phone,compliment,quality,medium,Return process question,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,7651,,,,,f,,,f,
CS_000335,2794,2025-06-04 19:57:39.127999,live_chat,compliment,quality,medium,Thread coming loose,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,10412,,,,,f,,,f,
CS_000336,701,2025-04-13 04:11:30.858209,email,compliment,sizing,medium,Return process question,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000337,3686,2025-04-26 09:45:35.38034,phone,complaint,returns,low,Package delivery delay,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000338,1505,2025-08-28 17:54:47.648084,live_chat,return_request,returns,low,Dress size doesn't fit as expected,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",3425,,,,,f,,,f,
CS_000339,3585,2025-05-02 11:54:19.446385,email,inquiry,sizing,high,Size chart confusion,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,10113,,,,,f,,,f,
CS_000340,2440,2025-05-30 20:09:07.631583,phone,complaint,sizing,low,Charge dispute,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",6515,,,,,f,,,f,
CS_000341,250,2025-09-02 03:08:18.904554,live_chat,complaint,quality,low,Thread coming loose,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,3947,,,,,f,,,f,
CS_000342,1776,2025-04-17 14:31:20.105658,phone,complaint,returns,low,Dress arrived damaged,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,2109,,,,,f,,,f,
CS_000343,2404,2025-07-04 20:04:27.721448,live_chat,inquiry,delivery,low,Dress arrived damaged,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,7127,,,,,f,,,f,
CS_000344,814,2025-04-20 16:05:39.07281,email,complaint,delivery,low,Size recommendation for dress,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000345,3413,2025-04-25 21:08:45.0823,live_chat,inquiry,quality,low,Fabric defect noticed,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",11886,,,,,f,,,f,
CS_000346,33,2025-03-31 07:26:36.08937,phone,complaint,delivery,low,Size recommendation for dress,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000347,3,2025-07-15 15:51:59.100949,email,complaint,quality,low,Exchange request,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,10955,,,,,f,,,f,
CS_000348,42,2025-08-21 03:01:39.501101,phone,complaint,quality,low,Delivery tracking update needed,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000349,2223,2025-08-27 15:50:54.950049,phone,complaint,payment,low,Return label request,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,3120,,,,,f,,,f,
CS_000350,2285,2025-04-02 12:52:53.995458,email,complaint,quality,high,Billing inquiry,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,6859,,,,,f,,,f,
