variant_id,product_id,sku,size,color,additional_price,stock_quantity,weight_oz,created_at
2409,P000539,SKU000539V2409,XS,Black,5.19,33,7.44,2024-05-16 09:35:39
2410,P000539,SKU000539V2410,M,Green,13.33,434,12.95,2025-07-12 19:37:28
2411,P000539,SKU000539V2411,S,Blue,11.27,163,9.74,2024-08-29 08:17:06
2412,P000539,SKU000539V2412,XS,White,18.68,271,13.58,2024-08-09 19:51:20
2413,P000540,SKU000540V2413,S,Pink,13.41,296,13.75,2024-05-30 16:10:32
2414,P000540,SKU000540V2414,S,Green,14.52,210,9.52,2025-07-25 07:04:41
2415,P000540,SKU000540V2415,XXL,Green,13.29,35,5.47,2025-07-02 00:22:03
2416,P000540,SKU000540V2416,XL,Red,4.59,70,5.36,2025-09-02 20:53:22
2417,P000540,SKU000540V2417,XS,Pink,8.47,191,7.55,2023-11-15 05:03:58
2418,P000541,SKU000541V2418,XL,Gray,3.54,155,10.76,2025-01-30 13:18:53
2419,P000541,SKU000541V2419,XXL,Brown,11.16,180,11.4,2024-03-02 06:38:48
2420,P000541,SKU000541V2420,M,White,15.58,245,9.55,2025-07-14 06:01:03
2421,P000541,SKU000541V2421,XXL,Blue,3.63,337,2.59,2024-08-11 12:27:31
2422,P000541,SKU000541V2422,XL,Blue,14.04,154,12.86,2024-04-20 12:04:28
2423,P000541,SKU000541V2423,L,Blue,10.94,378,5.44,2025-06-26 23:07:49
2424,P000542,SKU000542V2424,XS,Beige,9.06,169,3.97,2024-05-06 02:56:56
2425,P000542,SKU000542V2425,L,Black,3.06,183,3.33,2025-02-08 23:09:28
2426,P000542,SKU000542V2426,S,Navy,19.62,192,9.54,2024-01-28 21:33:30
2427,P000542,SKU000542V2427,S,Blue,5.5,289,3.63,2024-04-12 08:33:42
2428,P000542,SKU000542V2428,XL,Pink,19.2,408,4.89,2025-03-12 15:57:12
2429,P000542,SKU000542V2429,XL,Blue,10.65,266,4.96,2025-01-05 03:49:54
2430,P000543,SKU000543V2430,L,Navy,19.7,212,8.23,2024-03-27 13:49:44
2431,P000543,SKU000543V2431,XL,Green,12.04,44,7.52,2024-08-06 09:56:22
2432,P000543,SKU000543V2432,XL,White,1.78,47,4.79,2024-03-29 09:42:11
2433,P000544,SKU000544V2433,XL,Gray,7.15,396,14.83,2023-12-23 08:56:07
2434,P000544,SKU000544V2434,XXL,Navy,19.97,457,4.66,2024-01-20 15:32:56
2435,P000544,SKU000544V2435,L,White,4.65,253,11.36,2024-02-22 05:37:25
2436,P000545,SKU000545V2436,M,Navy,19.62,32,13.94,2023-10-17 16:29:35
2437,P000545,SKU000545V2437,M,Brown,10.22,215,6.32,2024-04-03 22:06:58
2438,P000545,SKU000545V2438,XXL,Black,18.2,194,13.78,2025-06-06 06:02:28
2439,P000546,SKU000546V2439,M,Green,2.89,73,10.01,2025-06-29 16:42:46
2440,P000546,SKU000546V2440,L,Red,13.01,456,4.51,2024-05-24 08:56:44
2441,P000546,SKU000546V2441,M,Beige,0.57,300,7.41,2024-09-20 16:36:50
2442,P000546,SKU000546V2442,XS,Green,15.11,257,13.66,2024-10-07 04:13:58
2443,P000546,SKU000546V2443,XXL,White,15.45,74,11.1,2024-12-03 23:56:40
2444,P000547,SKU000547V2444,XL,Brown,19.13,383,2.04,2024-08-29 22:09:24
2445,P000547,SKU000547V2445,L,Green,16.67,84,3.26,2024-08-18 23:03:24
2446,P000547,SKU000547V2446,XS,Green,5.42,274,13.02,2025-02-09 15:33:03
2447,P000548,SKU000548V2447,S,Red,12.45,480,7.13,2025-08-29 14:41:40
2448,P000548,SKU000548V2448,L,Beige,10.92,325,10.62,2023-10-24 21:50:58
2449,P000548,SKU000548V2449,XL,Gray,13.98,307,7.15,2024-03-01 01:25:33
2450,P000549,SKU000549V2450,M,Brown,7.62,169,10.95,2024-01-27 22:42:27
2451,P000549,SKU000549V2451,XS,Red,6.81,143,14.73,2024-04-24 23:46:10
2452,P000549,SKU000549V2452,XXL,Black,2.21,324,3.75,2024-01-10 03:18:04
2453,P000549,SKU000549V2453,XL,Navy,1.17,361,12.15,2023-10-18 19:17:37
2454,P000549,SKU000549V2454,M,Gray,13.94,205,13.56,2024-04-13 20:54:58
2455,P000549,SKU000549V2455,XS,Red,2.27,252,3.02,2025-05-31 12:33:45
2456,P000550,SKU000550V2456,S,Pink,10.76,404,9.22,2025-06-11 07:05:14
2457,P000550,SKU000550V2457,L,Gray,8.42,137,7.34,2024-04-28 22:05:42
2458,P000550,SKU000550V2458,XXL,Navy,2.0,306,5.38,2025-02-18 18:33:43
2459,P000551,SKU000551V2459,XL,Black,7.58,13,2.64,2024-11-26 21:57:21
2460,P000551,SKU000551V2460,XL,Pink,6.02,79,5.88,2024-02-09 20:39:08
2461,P000551,SKU000551V2461,XL,Beige,3.58,160,13.97,2025-02-07 14:33:26
2462,P000551,SKU000551V2462,L,Beige,15.71,389,13.2,2025-07-19 08:11:37
2463,P000551,SKU000551V2463,XL,Blue,8.63,220,2.65,2023-10-28 23:19:06
2464,P000552,SKU000552V2464,M,Navy,0.29,414,14.11,2025-04-09 07:56:29
2465,P000552,SKU000552V2465,M,Blue,17.3,260,11.83,2024-10-07 12:48:02
2466,P000552,SKU000552V2466,M,Brown,17.85,302,7.86,2025-05-25 17:56:38
2467,P000552,SKU000552V2467,M,Red,19.3,108,12.16,2023-10-11 15:10:33
2468,P000552,SKU000552V2468,XL,Black,8.5,134,13.14,2023-11-08 03:25:30
2469,P000552,SKU000552V2469,M,Beige,15.98,458,6.96,2025-07-24 19:51:25
2470,P000553,SKU000553V2470,XXL,Navy,15.41,182,11.11,2025-08-22 12:07:24
2471,P000553,SKU000553V2471,XS,White,7.93,181,9.85,2023-11-30 08:36:36
2472,P000553,SKU000553V2472,M,Gray,18.51,14,11.03,2024-05-26 23:39:32
2473,P000553,SKU000553V2473,XXL,Blue,3.21,105,3.54,2025-01-05 10:40:55
2474,P000554,SKU000554V2474,M,Navy,19.27,418,7.88,2024-05-14 14:47:03
2475,P000554,SKU000554V2475,L,Green,6.21,78,11.93,2025-07-30 17:18:13
2476,P000554,SKU000554V2476,XL,White,7.8,63,3.03,2023-11-14 13:17:55
2477,P000554,SKU000554V2477,M,White,1.85,476,14.64,2025-08-25 15:58:57
2478,P000555,SKU000555V2478,XL,Brown,12.79,40,2.08,2024-08-07 07:12:27
2479,P000555,SKU000555V2479,XL,Black,2.17,311,8.71,2025-08-22 17:06:53
2480,P000555,SKU000555V2480,L,Green,14.22,296,3.66,2024-07-04 10:57:19
2481,P000555,SKU000555V2481,XS,Navy,11.56,461,14.24,2025-02-28 20:55:29
2482,P000555,SKU000555V2482,L,Black,18.62,149,7.8,2025-02-17 19:26:40
2483,P000556,SKU000556V2483,M,Navy,12.77,227,2.99,2025-08-14 03:03:19
2484,P000556,SKU000556V2484,XXL,White,18.39,37,4.65,2023-12-05 07:28:52
2485,P000556,SKU000556V2485,M,Gray,14.71,462,8.22,2024-07-30 10:42:35
2486,P000556,SKU000556V2486,S,Blue,6.91,311,11.48,2025-07-09 11:15:06
2487,P000556,SKU000556V2487,XL,Black,9.22,189,14.66,2025-04-10 16:45:31
2488,P000556,SKU000556V2488,XXL,Navy,7.37,145,14.32,2025-07-11 18:03:13
2489,P000557,SKU000557V2489,M,Navy,2.47,295,11.03,2024-01-13 08:16:52
2490,P000557,SKU000557V2490,S,Brown,6.49,139,6.71,2024-03-27 12:10:33
2491,P000557,SKU000557V2491,M,Black,0.63,493,7.58,2023-12-22 02:37:13
2492,P000557,SKU000557V2492,M,Red,5.7,249,6.4,2024-12-12 15:45:54
2493,P000558,SKU000558V2493,S,White,2.23,493,4.52,2025-04-18 15:45:25
2494,P000558,SKU000558V2494,XXL,Green,5.71,285,9.99,2024-10-18 17:21:30
2495,P000558,SKU000558V2495,XXL,Green,13.64,327,11.53,2025-09-19 19:13:38
2496,P000558,SKU000558V2496,XS,Green,8.77,406,7.18,2023-12-28 20:59:28
2497,P000559,SKU000559V2497,S,Beige,12.9,357,11.65,2024-11-04 14:02:38
2498,P000559,SKU000559V2498,L,Navy,0.61,454,12.82,2025-02-23 01:57:17
2499,P000559,SKU000559V2499,XL,Blue,13.7,429,2.95,2025-07-01 01:23:12
2500,P000559,SKU000559V2500,L,Red,14.28,345,9.06,2024-12-19 23:51:29
2501,P000560,SKU000560V2501,XL,Blue,19.25,433,2.54,2025-05-20 05:15:24
2502,P000560,SKU000560V2502,M,Gray,0.66,321,14.93,2025-09-18 17:30:19
2503,P000560,SKU000560V2503,S,Red,14.38,267,12.79,2024-11-07 03:36:31
2504,P000561,SKU000561V2504,XL,Gray,6.62,127,13.45,2024-04-08 18:05:32
2505,P000561,SKU000561V2505,XS,Black,17.16,451,11.1,2024-10-15 18:34:09
2506,P000561,SKU000561V2506,XXL,White,10.29,376,13.34,2025-08-13 05:32:03
2507,P000561,SKU000561V2507,L,Green,10.1,273,13.77,2023-12-05 06:24:33
2508,P000561,SKU000561V2508,L,Red,19.78,152,5.3,2024-03-29 02:07:27
2509,P000562,SKU000562V2509,M,Beige,8.55,432,8.91,2025-01-04 01:31:47
2510,P000562,SKU000562V2510,XL,Red,13.77,253,9.84,2023-12-30 03:27:19
2511,P000562,SKU000562V2511,S,Green,14.09,292,3.39,2025-05-18 17:22:21
2512,P000562,SKU000562V2512,XXL,Red,4.82,315,3.6,2025-06-13 17:47:24
2513,P000562,SKU000562V2513,XL,Green,19.21,272,10.59,2024-05-26 14:26:31
2514,P000563,SKU000563V2514,XL,Pink,11.59,310,8.86,2024-06-07 22:23:03
2515,P000563,SKU000563V2515,S,Pink,1.22,171,8.26,2025-07-03 15:53:00
2516,P000563,SKU000563V2516,XXL,Navy,16.75,63,5.57,2024-12-23 00:40:48
2517,P000563,SKU000563V2517,L,Navy,5.08,129,2.47,2025-04-20 19:07:54
2518,P000563,SKU000563V2518,XS,Pink,10.81,205,11.24,2024-07-25 01:15:26
2519,P000563,SKU000563V2519,S,Beige,2.64,114,12.81,2025-06-13 02:01:34
2520,P000564,SKU000564V2520,XL,Green,3.25,130,5.1,2025-04-29 10:45:24
2521,P000564,SKU000564V2521,XS,Navy,19.52,340,10.57,2025-04-26 00:27:01
2522,P000564,SKU000564V2522,L,Black,7.84,428,4.04,2024-03-27 10:15:16
2523,P000564,SKU000564V2523,XL,Gray,19.67,274,13.27,2025-09-21 19:02:08
2524,P000565,SKU000565V2524,XXL,Pink,11.14,118,4.18,2024-08-19 14:53:58
2525,P000565,SKU000565V2525,XS,Black,16.32,17,4.41,2024-03-13 12:01:15
2526,P000565,SKU000565V2526,S,Black,0.33,364,8.79,2024-01-16 05:35:06
2527,P000566,SKU000566V2527,L,Blue,2.29,475,2.39,2023-12-18 03:12:27
2528,P000566,SKU000566V2528,XXL,Pink,13.43,295,13.95,2024-02-09 05:09:43
2529,P000566,SKU000566V2529,XXL,Green,14.3,72,2.15,2024-03-10 11:19:27
2530,P000566,SKU000566V2530,XS,Beige,3.79,206,12.36,2024-04-26 09:58:59
2531,P000566,SKU000566V2531,M,Black,18.35,130,13.67,2024-09-01 12:27:55
2532,P000566,SKU000566V2532,M,Red,13.0,338,14.26,2024-08-08 08:43:19
2533,P000567,SKU000567V2533,L,Beige,8.42,394,11.96,2024-04-10 16:39:21
2534,P000567,SKU000567V2534,XL,Navy,3.9,168,7.31,2025-07-27 09:40:14
2535,P000567,SKU000567V2535,XL,Red,16.64,414,3.27,2024-12-27 00:46:16
2536,P000568,SKU000568V2536,S,Black,9.14,394,7.26,2023-11-08 14:34:30
2537,P000568,SKU000568V2537,S,Black,7.4,427,5.63,2024-10-11 00:59:47
2538,P000568,SKU000568V2538,M,Pink,7.58,437,2.97,2024-11-13 12:39:03
2539,P000569,SKU000569V2539,XXL,Black,8.72,469,10.69,2024-07-13 05:03:25
2540,P000569,SKU000569V2540,L,Beige,1.84,16,13.76,2025-03-22 13:52:10
2541,P000569,SKU000569V2541,L,Red,5.98,54,11.22,2023-12-22 21:48:07
2542,P000570,SKU000570V2542,M,Black,16.16,287,6.21,2024-05-28 23:51:00
2543,P000570,SKU000570V2543,L,Pink,16.36,479,9.69,2024-11-23 01:28:29
2544,P000570,SKU000570V2544,XL,Green,0.84,324,2.2,2024-08-20 07:54:22
2545,P000570,SKU000570V2545,XL,Gray,8.6,290,4.63,2024-09-28 23:58:20
2546,P000571,SKU000571V2546,L,Brown,14.51,299,10.08,2025-03-09 11:13:01
2547,P000571,SKU000571V2547,S,Blue,12.14,411,2.2,2024-04-04 12:17:06
2548,P000571,SKU000571V2548,S,Brown,8.67,294,8.76,2024-04-28 21:22:57
2549,P000571,SKU000571V2549,XXL,Pink,2.37,280,14.94,2025-08-09 05:52:45
2550,P000572,SKU000572V2550,XL,White,7.28,199,12.44,2025-05-27 07:57:46
2551,P000572,SKU000572V2551,L,Navy,7.26,442,3.01,2025-09-22 22:28:46
2552,P000572,SKU000572V2552,L,Blue,0.47,314,5.08,2024-01-16 17:23:48
2553,P000572,SKU000572V2553,XS,White,2.65,461,11.12,2024-07-04 02:49:24
2554,P000572,SKU000572V2554,M,Green,16.99,333,8.79,2024-09-29 06:49:33
2555,P000572,SKU000572V2555,XL,Navy,7.6,164,14.71,2025-04-04 01:07:43
2556,P000573,SKU000573V2556,XL,Red,18.69,491,2.95,2024-07-07 19:12:25
2557,P000573,SKU000573V2557,L,Red,6.71,170,14.63,2025-06-25 03:24:36
2558,P000573,SKU000573V2558,XS,Green,9.73,158,11.18,2024-05-22 12:46:52
2559,P000574,SKU000574V2559,L,Beige,7.7,104,12.19,2023-10-12 12:54:06
2560,P000574,SKU000574V2560,XS,Brown,13.46,437,10.38,2025-02-08 11:07:58
2561,P000574,SKU000574V2561,S,Beige,1.84,374,9.7,2025-08-29 06:44:58
2562,P000574,SKU000574V2562,S,Blue,5.33,93,3.83,2025-01-08 17:15:18
2563,P000575,SKU000575V2563,M,Brown,11.75,240,2.69,2023-10-23 04:56:41
2564,P000575,SKU000575V2564,XXL,Beige,14.42,197,5.46,2025-07-10 18:14:34
2565,P000575,SKU000575V2565,S,White,16.47,187,10.85,2025-04-22 12:23:30
2566,P000575,SKU000575V2566,M,Green,16.67,33,6.15,2025-02-21 12:47:22
2567,P000575,SKU000575V2567,XL,Navy,0.06,305,3.84,2025-06-07 17:23:44
2568,P000575,SKU000575V2568,M,Green,16.61,373,9.47,2023-11-07 15:12:58
2569,P000576,SKU000576V2569,XS,Blue,4.39,370,13.68,2025-03-15 15:18:14
2570,P000576,SKU000576V2570,L,Beige,19.01,245,4.23,2025-09-07 18:41:36
2571,P000576,SKU000576V2571,S,Beige,16.95,250,14.89,2025-05-30 20:23:53
2572,P000577,SKU000577V2572,XL,Pink,6.56,379,13.51,2025-02-28 19:33:18
2573,P000577,SKU000577V2573,M,Black,1.17,258,8.76,2024-03-30 07:55:52
2574,P000577,SKU000577V2574,XL,Navy,3.22,144,11.32,2024-04-09 15:59:34
2575,P000577,SKU000577V2575,S,White,2.72,224,2.94,2024-11-28 11:38:41
2576,P000578,SKU000578V2576,XS,Green,1.32,412,6.57,2024-07-20 23:11:43
2577,P000578,SKU000578V2577,XL,Black,1.83,304,6.83,2024-05-23 09:13:57
2578,P000578,SKU000578V2578,XS,Pink,3.56,247,13.52,2025-02-03 10:55:25
2579,P000578,SKU000578V2579,XS,White,6.3,228,3.05,2025-03-23 08:29:37
2580,P000578,SKU000578V2580,XS,Red,4.55,428,13.21,2024-07-04 00:09:33
2581,P000579,SKU000579V2581,XS,Pink,2.72,32,2.43,2025-08-27 16:07:06
2582,P000579,SKU000579V2582,XS,Blue,11.87,358,2.19,2025-06-18 01:29:34
2583,P000579,SKU000579V2583,L,Beige,18.12,434,14.84,2025-03-11 10:00:17
2584,P000579,SKU000579V2584,XS,Brown,11.48,169,9.3,2023-12-29 23:17:49
2585,P000579,SKU000579V2585,M,Beige,4.54,340,3.83,2024-11-14 15:30:28
2586,P000579,SKU000579V2586,XL,Brown,9.37,313,9.22,2025-07-30 13:13:26
2587,P000580,SKU000580V2587,L,Red,2.63,141,5.63,2024-03-27 18:31:40
2588,P000580,SKU000580V2588,L,White,8.27,385,3.15,2025-07-23 07:45:05
2589,P000580,SKU000580V2589,XL,Brown,18.51,252,4.63,2024-09-03 19:02:09
2590,P000580,SKU000580V2590,M,Brown,1.65,471,12.02,2024-07-23 21:40:28
2591,P000581,SKU000581V2591,XS,Beige,6.65,88,6.57,2023-10-02 06:41:05
2592,P000581,SKU000581V2592,XL,Pink,8.07,360,4.38,2025-09-01 19:44:52
2593,P000581,SKU000581V2593,L,Beige,4.27,461,12.19,2024-07-27 09:38:43
2594,P000582,SKU000582V2594,L,Beige,10.48,461,12.71,2025-09-15 14:02:27
2595,P000582,SKU000582V2595,M,Navy,8.41,40,7.27,2025-09-08 03:26:37
2596,P000582,SKU000582V2596,M,Brown,8.71,391,7.58,2024-04-11 15:32:35
2597,P000582,SKU000582V2597,S,Pink,10.96,377,14.95,2024-05-16 21:00:42
2598,P000582,SKU000582V2598,M,Brown,10.07,290,5.95,2023-12-05 06:26:16
2599,P000583,SKU000583V2599,M,Gray,7.65,418,13.8,2025-09-22 10:21:52
2600,P000583,SKU000583V2600,M,Blue,18.3,286,2.62,2025-06-26 04:26:00
2601,P000583,SKU000583V2601,M,Black,8.91,237,14.05,2025-05-05 21:21:45
2602,P000583,SKU000583V2602,XXL,Black,7.87,239,10.06,2024-03-27 01:21:03
2603,P000584,SKU000584V2603,XS,Red,19.22,91,4.68,2024-05-14 04:24:53
2604,P000584,SKU000584V2604,S,Black,11.88,286,14.18,2024-03-07 13:56:18
2605,P000584,SKU000584V2605,M,White,0.85,332,11.1,2025-07-24 16:44:20
2606,P000584,SKU000584V2606,XXL,Black,13.32,317,3.32,2025-08-17 15:27:06
2607,P000584,SKU000584V2607,S,White,19.02,61,8.02,2024-01-28 14:54:07
2608,P000585,SKU000585V2608,XS,Pink,19.73,19,3.85,2025-09-06 13:29:31
2609,P000585,SKU000585V2609,M,Green,13.64,37,10.93,2024-09-01 00:43:46
2610,P000585,SKU000585V2610,S,Navy,12.68,217,11.32,2025-01-28 13:19:02
2611,P000585,SKU000585V2611,M,Gray,6.3,480,14.12,2024-05-29 12:47:41
2612,P000585,SKU000585V2612,XXL,White,13.65,10,13.61,2025-08-09 06:30:27
2613,P000585,SKU000585V2613,XXL,Navy,3.64,471,6.08,2025-06-18 01:26:44
2614,P000586,SKU000586V2614,XS,Black,3.16,223,11.87,2025-05-13 17:08:10
2615,P000586,SKU000586V2615,XXL,Black,1.58,66,6.38,2025-02-07 17:05:11
2616,P000586,SKU000586V2616,XXL,Navy,18.13,187,14.57,2024-08-06 17:49:20
2617,P000586,SKU000586V2617,XXL,Pink,5.19,334,13.58,2025-05-31 05:59:34
2618,P000586,SKU000586V2618,M,Black,8.76,32,14.43,2023-10-22 11:39:01
2619,P000587,SKU000587V2619,XS,Green,14.08,442,3.68,2024-04-26 00:27:39
2620,P000587,SKU000587V2620,XL,Brown,0.99,191,11.21,2025-07-30 03:44:52
2621,P000587,SKU000587V2621,XL,Red,12.88,477,5.0,2023-11-27 09:07:14
2622,P000587,SKU000587V2622,XS,Black,0.19,211,5.74,2025-06-26 13:34:07
2623,P000587,SKU000587V2623,XXL,Pink,4.32,165,12.05,2025-05-23 14:10:32
2624,P000587,SKU000587V2624,XS,Gray,13.8,306,3.54,2024-10-12 01:51:02
2625,P000588,SKU000588V2625,M,Navy,18.75,459,4.79,2024-09-26 01:49:40
2626,P000588,SKU000588V2626,XS,Brown,12.23,399,5.69,2025-04-20 13:38:38
2627,P000588,SKU000588V2627,XS,Brown,6.0,324,13.83,2024-08-11 22:12:24
2628,P000588,SKU000588V2628,S,Red,17.61,325,13.59,2025-09-14 19:12:35
2629,P000588,SKU000588V2629,XL,Red,6.92,394,5.17,2025-07-10 12:28:24
2630,P000589,SKU000589V2630,XXL,Pink,6.81,33,6.7,2024-06-10 14:26:29
2631,P000589,SKU000589V2631,XS,Black,1.19,259,9.4,2025-04-05 09:05:40
2632,P000589,SKU000589V2632,XL,Black,12.88,213,9.43,2024-08-19 05:31:22
2633,P000589,SKU000589V2633,XL,Black,1.47,208,11.32,2025-08-07 04:03:49
2634,P000589,SKU000589V2634,L,Beige,0.88,366,13.64,2025-09-08 14:59:31
2635,P000590,SKU000590V2635,XL,Beige,13.89,74,11.32,2025-06-24 06:27:22
2636,P000590,SKU000590V2636,S,Gray,11.41,157,5.99,2023-12-13 03:33:32
2637,P000590,SKU000590V2637,XXL,Red,17.24,20,2.04,2025-06-27 11:59:45
2638,P000590,SKU000590V2638,L,Green,7.54,444,13.0,2024-01-28 17:03:59
2639,P000590,SKU000590V2639,M,Red,0.16,92,10.23,2025-03-21 16:42:06
2640,P000590,SKU000590V2640,XS,White,9.86,204,6.07,2024-04-15 20:53:05
2641,P000591,SKU000591V2641,L,Navy,5.72,245,8.98,2024-10-23 10:48:34
2642,P000591,SKU000591V2642,S,Pink,1.22,105,10.6,2023-11-16 17:13:29
2643,P000591,SKU000591V2643,XL,Navy,4.38,123,6.0,2024-06-25 11:07:39
2644,P000591,SKU000591V2644,XS,White,0.3,413,2.42,2024-08-18 01:38:43
2645,P000592,SKU000592V2645,XXL,Blue,16.78,33,6.63,2025-01-05 20:18:16
2646,P000592,SKU000592V2646,XS,Brown,11.12,221,8.64,2025-04-14 13:54:43
2647,P000592,SKU000592V2647,S,Black,3.03,472,3.52,2025-06-18 23:26:52
2648,P000593,SKU000593V2648,L,Green,4.4,79,10.01,2024-11-24 14:26:05
2649,P000593,SKU000593V2649,XS,Beige,17.93,181,14.45,2025-04-21 05:22:08
2650,P000593,SKU000593V2650,L,Red,15.08,298,9.23,2024-06-05 23:27:12
2651,P000593,SKU000593V2651,XL,Green,6.47,299,13.19,2024-09-12 05:27:41
2652,P000593,SKU000593V2652,XS,Navy,11.87,313,12.02,2025-03-19 03:42:20
2653,P000593,SKU000593V2653,M,Navy,7.9,128,14.39,2023-10-17 09:54:27
2654,P000594,SKU000594V2654,L,Navy,15.95,462,11.02,2025-05-10 00:18:06
2655,P000594,SKU000594V2655,L,Red,7.07,105,3.01,2023-11-05 15:14:32
2656,P000594,SKU000594V2656,L,Green,17.8,365,9.75,2025-02-05 08:06:19
2657,P000594,SKU000594V2657,XS,Green,2.29,420,6.48,2025-02-05 12:12:04
2658,P000595,SKU000595V2658,S,Brown,0.12,106,7.61,2024-02-15 21:12:17
2659,P000595,SKU000595V2659,S,White,12.94,321,11.43,2025-01-27 15:00:56
2660,P000595,SKU000595V2660,S,White,7.05,476,8.82,2024-09-04 13:43:03
2661,P000595,SKU000595V2661,XS,Brown,11.46,260,11.4,2025-06-01 13:43:07
2662,P000596,SKU000596V2662,XL,White,8.67,405,3.46,2025-02-05 02:59:52
2663,P000596,SKU000596V2663,L,Gray,10.71,180,9.15,2024-01-09 20:59:34
2664,P000596,SKU000596V2664,XS,Pink,17.61,301,11.75,2023-09-28 13:23:13
2665,P000596,SKU000596V2665,XXL,Green,3.35,363,3.22,2024-08-02 08:55:41
2666,P000596,SKU000596V2666,XL,Brown,0.89,35,11.76,2024-02-28 13:43:27
2667,P000597,SKU000597V2667,S,Green,10.7,423,11.09,2025-01-26 04:20:29
2668,P000597,SKU000597V2668,S,White,10.95,202,9.91,2024-05-20 11:52:08
2669,P000597,SKU000597V2669,S,Brown,18.17,255,13.69,2024-05-26 20:14:53
2670,P000597,SKU000597V2670,XL,Beige,6.63,461,6.04,2024-12-16 09:54:51
2671,P000597,SKU000597V2671,XS,White,19.91,80,4.19,2023-11-29 00:57:59
2672,P000598,SKU000598V2672,S,Black,1.08,292,4.78,2023-12-21 06:02:14
2673,P000598,SKU000598V2673,M,Brown,2.55,484,12.9,2024-01-26 18:04:24
2674,P000598,SKU000598V2674,S,Navy,13.25,89,2.77,2024-04-07 00:59:51
2675,P000598,SKU000598V2675,XS,Beige,5.57,152,10.51,2024-10-31 05:48:28
2676,P000598,SKU000598V2676,XXL,Navy,18.49,450,8.82,2025-04-02 09:50:45
2677,P000598,SKU000598V2677,XS,White,8.43,498,14.44,2025-05-14 09:17:17
2678,P000599,SKU000599V2678,XXL,Black,13.46,386,10.15,2025-07-02 07:57:17
2679,P000599,SKU000599V2679,XS,Navy,0.72,116,14.72,2025-02-11 09:39:10
2680,P000599,SKU000599V2680,M,Navy,4.38,77,3.7,2025-05-10 22:26:02
2681,P000599,SKU000599V2681,L,Green,7.18,486,3.65,2024-01-05 05:09:30
2682,P000600,SKU000600V2682,S,Red,14.36,31,13.68,2025-07-15 00:32:12
2683,P000600,SKU000600V2683,S,Brown,1.87,181,13.52,2024-12-30 13:18:47
2684,P000600,SKU000600V2684,L,Beige,7.92,11,10.87,2025-03-11 19:25:10
2685,P000601,SKU000601V2685,M,Pink,4.62,434,7.72,2024-08-09 20:53:54
2686,P000601,SKU000601V2686,L,Red,7.96,309,3.25,2025-06-02 19:58:23
2687,P000601,SKU000601V2687,XL,Gray,2.64,46,10.89,2025-09-24 20:04:29
2688,P000602,SKU000602V2688,XL,White,8.31,462,12.57,2024-05-31 06:04:52
2689,P000602,SKU000602V2689,XXL,White,9.39,203,13.25,2024-09-10 20:25:54
2690,P000602,SKU000602V2690,XS,Navy,11.64,499,8.9,2024-10-01 17:25:43
2691,P000602,SKU000602V2691,XS,Black,5.27,441,14.55,2025-08-04 15:22:44
2692,P000603,SKU000603V2692,XS,Pink,7.74,93,3.96,2025-04-19 04:39:05
2693,P000603,SKU000603V2693,XS,Gray,18.78,224,8.33,2024-01-07 20:51:11
2694,P000603,SKU000603V2694,XL,Black,7.34,295,13.5,2024-04-15 15:28:30
2695,P000603,SKU000603V2695,L,Blue,9.21,395,13.4,2024-02-07 21:56:00
2696,P000603,SKU000603V2696,XS,Blue,4.68,211,14.09,2025-03-13 03:21:40
2697,P000604,SKU000604V2697,XL,Brown,16.08,195,6.7,2024-12-29 18:45:06
2698,P000604,SKU000604V2698,M,Pink,5.74,400,12.18,2025-06-29 08:08:02
2699,P000604,SKU000604V2699,M,Black,8.82,230,7.09,2024-06-06 14:35:30
2700,P000605,SKU000605V2700,XXL,Beige,12.09,106,11.32,2025-06-08 04:20:40
2701,P000605,SKU000605V2701,XL,Blue,6.88,164,10.41,2024-05-02 01:07:58
2702,P000605,SKU000605V2702,L,Navy,9.07,76,13.0,2024-02-27 11:24:36
2703,P000605,SKU000605V2703,L,Navy,8.68,437,3.53,2023-11-30 17:21:37
2704,P000606,SKU000606V2704,S,Beige,4.33,220,10.65,2024-08-13 02:49:24
2705,P000606,SKU000606V2705,XXL,Red,18.82,294,11.04,2024-07-07 16:36:09
2706,P000606,SKU000606V2706,M,Navy,2.03,273,13.05,2024-02-14 10:42:41
2707,P000606,SKU000606V2707,XXL,Black,10.68,262,14.34,2024-07-27 19:18:47
2708,P000606,SKU000606V2708,XL,Pink,1.96,328,14.09,2025-08-06 21:08:38
2709,P000607,SKU000607V2709,XXL,Gray,14.49,474,12.67,2024-07-15 05:48:18
2710,P000607,SKU000607V2710,XS,Pink,11.42,204,5.43,2025-07-05 11:35:42
2711,P000607,SKU000607V2711,S,Brown,6.78,132,13.54,2025-08-13 01:22:08
2712,P000607,SKU000607V2712,XXL,Beige,18.94,500,4.43,2024-12-12 04:54:02
2713,P000608,SKU000608V2713,XXL,Black,7.29,130,4.92,2024-03-18 12:47:36
2714,P000608,SKU000608V2714,M,Gray,18.99,27,12.52,2023-10-12 06:34:17
2715,P000608,SKU000608V2715,S,White,1.57,437,6.76,2023-10-14 00:14:36
2716,P000608,SKU000608V2716,XXL,Brown,9.99,24,6.86,2025-09-12 04:06:41
2717,P000608,SKU000608V2717,XXL,Beige,7.4,249,12.12,2024-12-02 23:48:12
