return_id,order_id,customer_id,return_date,return_reason,return_status,refund_amount,refund_method,restocking_fee,return_method,condition_received,processed_by,created_at
RET8VD9FRJY,286,1985,2025-06-25 20:52:39,changed_mind,approved,44.38,original_payment,5.47,mail,new,Mary Barton,2025-06-25 20:52:39
RETRD7CWEB7,1127,4761,2025-08-07 07:12:34,changed_mind,approved,50.06,original_payment,12.51,store,fair,Elizabeth Ortega,2025-08-07 07:12:34
RETZ68FASUV,4508,3631,2025-07-19 02:53:38,fit,approved,47.14,original_payment,11.32,store,new,Robert Jensen,2025-07-19 02:53:38
RETWHLT5TRF,7688,2014,2025-08-24 03:28:12,fit,approved,58.9,original_payment,7.14,pickup,fair,Ruth Garrett,2025-08-24 03:28:12
RETRW0M07M1,10664,2363,2024-06-16 23:00:02,fit,approved,37.52,store_credit,9.13,store,like_new,Jackie Mayo,2024-06-16 23:00:02
RETBEXSR8YS,3310,4359,2024-12-12 13:46:03,fit,approved,25.78,store_credit,5.74,store,poor,Ashley Phillips,2024-12-12 13:46:03
RETVCURCRPM,9118,243,2024-04-08 20:05:00,changed_mind,pending,53.73,original_payment,4.27,pickup,good,Justin Garrison,2024-04-08 20:05:00
RETY075J3BX,8349,706,2025-08-14 15:51:17,defective,approved,51.36,store_credit,12.93,store,good,Morgan Johnson,2025-08-14 15:51:17
RETW3ZJ9MBT,494,1988,2024-06-10 01:40:19,fit,processed,34.17,store_credit,6.01,store,poor,Janice Flores,2024-06-10 01:40:19
RETU0STWUK4,7383,1973,2025-08-08 01:34:30,fit,completed,56.64,original_payment,6.26,store,new,Cynthia Ryan,2025-08-08 01:34:30
RETFDKENUKT,10097,258,2025-09-08 20:23:03,defective,processed,64.46,store_credit,3.06,pickup,like_new,Cindy Scott,2025-09-08 20:23:03
RETQJEX8N0W,5406,452,2025-06-29 08:03:32,changed_mind,processed,94.4,store_credit,2.18,store,poor,Jacob Moyer,2025-06-29 08:03:32
RET4GVCGGN4,3475,4605,2025-02-11 23:52:50,fit,completed,45.67,original_payment,4.27,pickup,new,Kimberly Gallegos,2025-02-11 23:52:50
RET1DHWLOXH,1099,1087,2025-05-29 18:30:13,defective,pending,30.53,original_payment,2.25,store,good,Dana Guzman,2025-05-29 18:30:13
RETJAIZEDIH,7433,258,2025-08-05 00:02:01,defective,processed,53.33,store_credit,14.19,mail,good,Patricia Robinson,2025-08-05 00:02:01
RETMZZSRBWT,4243,2705,2025-04-28 15:58:09,defective,processed,51.64,original_payment,12.23,store,like_new,Sheena Escobar,2025-04-28 15:58:09
RETCNQEYECN,12483,1648,2024-12-16 01:16:35,changed_mind,approved,84.82,store_credit,9.53,pickup,good,James Gibbs,2024-12-16 01:16:35
RETRGS2LYO6,12582,4227,2025-08-20 14:19:22,fit,pending,50.95,original_payment,5.29,mail,fair,Victoria Mitchell,2025-08-20 14:19:22
RETBKUY83RK,10271,4779,2025-08-04 21:17:52,defective,processed,63.89,store_credit,12.11,mail,poor,Vickie Webb,2025-08-04 21:17:52
RETMWKXZ0ZW,597,4730,2025-05-16 18:07:56,defective,completed,40.52,original_payment,4.27,store,good,Bryan Hernandez,2025-05-16 18:07:56
RETZ6HG50JP,11877,2459,2025-09-11 15:54:19,changed_mind,completed,18.36,store_credit,6.56,store,new,Jennifer Strong,2025-09-11 15:54:19
RETU7GR7CFX,10802,714,2025-07-05 02:22:12,fit,completed,56.39,original_payment,14.2,store,fair,Regina Reynolds,2025-07-05 02:22:12
RET8RS4FZ8Q,9013,1907,2025-01-18 04:28:44,fit,processed,34.22,store_credit,3.06,store,fair,David Schwartz,2025-01-18 04:28:44
RETJPP8SSJ6,12026,992,2024-11-04 08:38:09,fit,completed,69.67,original_payment,1.6,mail,good,Patrick Romero,2024-11-04 08:38:09
RETY7C2KCWE,12541,4289,2025-06-05 11:32:37,fit,processed,56.17,store_credit,4.46,pickup,fair,David Lawson,2025-06-05 11:32:37
RETWGZFQOJT,5712,2185,2025-03-23 18:18:53,changed_mind,completed,34.24,store_credit,8.65,pickup,fair,Alicia Johnson,2025-03-23 18:18:53
RETTTGQUBMN,8293,2983,2025-07-29 00:15:21,changed_mind,completed,51.24,original_payment,0.75,mail,good,Kristen Miller,2025-07-29 00:15:21
RETQH93ODP3,4774,2310,2024-07-31 12:51:48,fit,pending,25.98,store_credit,2.16,pickup,like_new,Madeline Murphy,2024-07-31 12:51:48
RETZ3O94LWE,3473,1653,2025-07-09 16:43:24,defective,processed,46.0,original_payment,9.06,store,new,Aaron Ortiz,2025-07-09 16:43:24
RETILLIQ2MW,5536,4693,2025-09-17 02:06:19,changed_mind,approved,34.4,store_credit,13.34,store,like_new,Brooke Solomon,2025-09-17 02:06:19
RET7S7HYVF5,35,3180,2025-07-31 13:24:56,defective,completed,61.91,store_credit,9.68,mail,poor,Katelyn Mays,2025-07-31 13:24:56
RETUERU0O28,5444,3669,2025-07-18 21:29:08,defective,pending,39.18,original_payment,9.73,store,fair,Alexa Roberts,2025-07-18 21:29:08
RETL4W0WKMV,5422,490,2025-09-14 04:01:12,changed_mind,processed,51.1,store_credit,10.14,pickup,poor,Courtney Tanner,2025-09-14 04:01:12
RETXBCUAU2G,3077,8,2025-04-04 12:08:34,fit,processed,55.88,original_payment,14.38,mail,poor,Laura Castillo,2025-04-04 12:08:34
RETAKDUG0J8,9996,3872,2024-02-11 03:00:32,defective,completed,22.46,store_credit,13.48,store,good,Heather Brown,2024-02-11 03:00:32
RET4COLN0V7,518,2667,2024-04-11 02:53:14,fit,pending,46.79,original_payment,6.98,store,like_new,Andrew Lopez,2024-04-11 02:53:14
RET9ORL76XX,9493,650,2024-12-12 17:10:36,fit,approved,61.33,original_payment,9.63,pickup,new,Gina Wilcox,2024-12-12 17:10:36
RETVKWEGFHZ,9049,4457,2025-06-20 14:11:40,fit,approved,88.91,original_payment,11.45,store,good,Larry Fields,2025-06-20 14:11:40
RETWTQXSFAU,1984,1399,2025-08-30 07:17:10,other,pending,57.83,original_payment,2.31,pickup,poor,Leah Savage,2025-08-30 07:17:10
RET5PGJ8N5P,890,3993,2025-07-31 15:39:22,fit,pending,25.13,original_payment,4.6,pickup,fair,Howard Johnson,2025-07-31 15:39:22
RET16NUSK75,12203,1901,2025-07-02 22:58:07,defective,approved,60.35,store_credit,0.57,pickup,fair,Phillip Odonnell,2025-07-02 22:58:07
RET0B756V43,12503,4348,2025-06-22 02:50:03,changed_mind,pending,62.12,original_payment,11.19,pickup,good,Gary Chen,2025-06-22 02:50:03
RETD39IWPZ5,2049,345,2025-03-14 22:36:39,defective,completed,56.73,original_payment,12.19,mail,new,Chloe Bridges DDS,2025-03-14 22:36:39
RET6R0SX407,8699,281,2025-06-21 06:52:47,other,completed,44.54,original_payment,1.73,pickup,poor,Emily Thornton,2025-06-21 06:52:47
RET2DWP6XOK,2603,2479,2024-10-19 21:03:36,other,processed,74.71,original_payment,7.88,store,good,Kristen Adams,2024-10-19 21:03:36
RET7TL3GYSJ,2354,1420,2025-02-28 18:08:24,fit,processed,56.44,store_credit,8.71,store,poor,Sherry Silva,2025-02-28 18:08:24
RETO5LSFP1F,5827,1133,2025-07-13 01:22:40,fit,completed,40.52,store_credit,14.42,pickup,poor,Dr. Shari Hogan,2025-07-13 01:22:40
RETZTGQIWYB,9889,2337,2025-06-12 06:47:14,changed_mind,approved,48.51,store_credit,2.29,mail,like_new,Kathy Roman,2025-06-12 06:47:14
RET5ZA1C5EZ,12583,1491,2025-05-07 07:50:24,fit,approved,30.9,store_credit,11.3,mail,like_new,Robert Carter,2025-05-07 07:50:24
RETY48L0CV3,397,4860,2025-07-14 16:25:40,defective,pending,43.4,store_credit,14.68,pickup,new,James Huang,2025-07-14 16:25:40
RETDMUI9S32,8013,658,2024-12-28 22:42:33,fit,processed,77.05,store_credit,6.68,pickup,poor,Amy Lozano,2024-12-28 22:42:33
RET7EC4OW22,6965,1281,2025-09-01 19:37:27,fit,processed,43.57,original_payment,8.97,store,good,Nicholas Klein DDS,2025-09-01 19:37:27
RET31U5F1M1,446,1744,2024-08-14 10:09:15,other,completed,39.22,store_credit,14.8,pickup,new,Joseph Vasquez,2024-08-14 10:09:15
RETJHSWIS5Y,6761,742,2025-09-24 03:54:58,fit,approved,55.2,store_credit,2.22,pickup,fair,Brett Bell,2025-09-24 03:54:58
RETNOJ87HX7,1063,3457,2025-08-31 13:27:20,fit,completed,51.69,original_payment,2.02,mail,good,Travis Johnson,2025-08-31 13:27:20
RETCZSVDCW7,6919,4394,2025-08-14 13:13:18,changed_mind,processed,43.74,store_credit,0.11,pickup,poor,Teresa Burns,2025-08-14 13:13:18
RETZ77E16BZ,3541,2156,2025-05-30 07:26:14,changed_mind,completed,39.48,original_payment,11.25,pickup,poor,Mr. Joshua Davis,2025-05-30 07:26:14
RETQAONK5E7,4380,1788,2025-07-04 01:39:11,fit,approved,42.12,original_payment,0.88,store,fair,Teresa Estrada,2025-07-04 01:39:11
RETKY6PNVFA,9142,861,2024-07-28 05:01:09,changed_mind,processed,64.87,store_credit,2.66,mail,poor,Christopher Chavez,2024-07-28 05:01:09
RET5SUZ2PDJ,12662,876,2025-06-06 11:41:10,changed_mind,completed,44.02,store_credit,4.55,mail,good,Michael Lee,2025-06-06 11:41:10
RETBZP8KTT2,9396,3364,2025-07-03 14:25:26,fit,processed,29.47,original_payment,9.39,store,like_new,Marissa Smith,2025-07-03 14:25:26
RETQQKFKZE9,2878,3354,2025-02-12 05:54:52,other,pending,44.7,original_payment,1.34,pickup,like_new,Dennis Butler,2025-02-12 05:54:52
RETMG1T3VTP,1263,741,2024-12-10 14:45:43,fit,approved,56.36,original_payment,7.63,pickup,fair,Barbara Pope,2024-12-10 14:45:43
RETECKMRL48,9321,2250,2025-02-28 00:56:03,fit,approved,43.72,original_payment,0.95,store,new,Shawn Garcia,2025-02-28 00:56:03
RETK3MDAE55,489,4293,2025-08-04 07:25:01,fit,pending,56.15,original_payment,5.43,pickup,poor,Cassandra Hubbard,2025-08-04 07:25:01
RETECK18H98,9545,67,2025-03-27 08:28:07,fit,pending,41.73,store_credit,9.99,pickup,poor,Lori Williams,2025-03-27 08:28:07
RET19UXQBUB,3877,3878,2024-12-20 13:56:18,changed_mind,approved,43.98,original_payment,0.27,store,poor,Carol Rodriguez,2024-12-20 13:56:18
RETZX2YRO7Z,1696,4667,2025-04-18 06:24:14,fit,approved,79.71,original_payment,11.56,mail,new,Alexandra Turner,2025-04-18 06:24:14
RETMS2YOY5O,5826,1466,2025-05-19 03:25:08,fit,approved,39.0,store_credit,3.79,pickup,poor,Matthew Gutierrez,2025-05-19 03:25:08
RETOVOJERR8,8871,4986,2025-04-01 22:54:47,fit,pending,34.43,store_credit,11.35,mail,fair,Melissa Davis,2025-04-01 22:54:47
RET6AJT9CQN,4111,4461,2024-08-12 18:22:59,defective,approved,26.5,original_payment,4.55,pickup,new,Peggy Butler,2024-08-12 18:22:59
RET0CP69ZAB,4262,4125,2025-01-16 05:55:14,other,approved,45.06,store_credit,2.89,mail,like_new,Mark Maldonado,2025-01-16 05:55:14
RETLVO27TTK,3599,2955,2024-10-15 20:38:17,other,completed,35.08,store_credit,9.62,mail,new,Anthony Castro,2024-10-15 20:38:17
RETETV6FKKD,10828,1814,2025-07-27 18:21:09,defective,pending,65.01,store_credit,0.24,store,fair,John Collier,2025-07-27 18:21:09
RETZXASDBXV,5861,3705,2025-08-18 21:45:37,changed_mind,approved,43.32,original_payment,10.12,store,fair,Brenda Garcia,2025-08-18 21:45:37
RET6BTDUWJ9,4737,147,2025-09-18 23:57:10,changed_mind,pending,33.26,original_payment,2.85,pickup,good,Michael Sanchez,2025-09-18 23:57:10
RETOOQHQEY4,1260,3975,2025-05-20 07:38:07,other,processed,60.31,original_payment,12.07,pickup,fair,Ruben Miller,2025-05-20 07:38:07
RET6NX8TL2X,5525,3428,2025-08-27 14:46:12,other,processed,27.14,original_payment,5.12,pickup,good,Lisa Baker,2025-08-27 14:46:12
RETZZKKWKVL,11126,2808,2025-07-05 17:30:09,fit,processed,35.8,original_payment,14.08,mail,like_new,Miguel Schmidt,2025-07-05 17:30:09
RETVYO8B722,5182,1521,2024-12-11 02:58:46,defective,pending,44.32,original_payment,8.55,store,fair,Alexander Allen,2024-12-11 02:58:46
RET31NRY0RZ,11914,3413,2024-05-03 05:20:11,defective,processed,50.1,original_payment,4.13,pickup,new,Elizabeth Hernandez,2024-05-03 05:20:11
RETO1HZXG8A,1367,1930,2025-03-18 20:16:49,changed_mind,approved,58.5,original_payment,3.41,store,good,Ana Beard,2025-03-18 20:16:49
RETVTPYZDZJ,834,3006,2025-06-11 05:29:39,changed_mind,completed,57.33,store_credit,5.51,store,poor,Elizabeth Marshall,2025-06-11 05:29:39
RET42TUXD0Y,4733,126,2025-08-08 21:49:01,defective,completed,40.33,store_credit,4.13,mail,new,Kathleen Wood,2025-08-08 21:49:01
RETOFLYGKP0,6700,2909,2025-07-17 06:33:18,defective,completed,35.87,store_credit,7.88,store,like_new,Michael Mcintosh,2025-07-17 06:33:18
RET26VRL8NP,10165,4834,2025-02-06 10:35:01,other,completed,29.31,original_payment,7.76,store,poor,Michael English,2025-02-06 10:35:01
RETOJKY4YGZ,8553,697,2025-06-27 06:50:26,fit,completed,62.59,store_credit,1.05,mail,fair,Jeffery Ritter,2025-06-27 06:50:26
RETMSSR3XFU,6427,3717,2025-09-24 16:44:54,changed_mind,completed,32.72,original_payment,11.3,pickup,fair,Nancy Jones,2025-09-24 16:44:54
RETP3AXQFWZ,9560,4771,2025-05-06 20:58:17,changed_mind,processed,53.13,original_payment,13.7,mail,like_new,Jason Ferguson,2025-05-06 20:58:17
RETB9GSXMSJ,7502,4993,2025-04-04 16:57:12,fit,approved,45.01,store_credit,11.1,store,like_new,Joseph Turner,2025-04-04 16:57:12
RET9293PGM8,8024,2041,2025-06-14 18:58:57,fit,pending,25.77,store_credit,1.7,mail,new,Nicole Young DDS,2025-06-14 18:58:57
RET76TCDEVD,9246,1547,2025-08-27 18:41:00,fit,approved,33.96,original_payment,9.94,store,new,Kelly Mckee,2025-08-27 18:41:00
RETC5N3WL2N,121,2250,2025-06-03 22:02:58,defective,pending,37.03,original_payment,12.11,pickup,like_new,Lisa Williams,2025-06-03 22:02:58
RETK26STZF9,8501,598,2025-09-18 11:26:43,fit,completed,33.79,original_payment,2.86,mail,new,Sandra Fernandez,2025-09-18 11:26:43
RET7UV1BXP8,4025,345,2025-03-25 12:22:13,other,processed,46.29,store_credit,3.77,pickup,poor,Joshua Hall,2025-03-25 12:22:13
RETTA8DS2UB,6032,1924,2025-06-22 13:44:20,other,processed,21.2,store_credit,7.49,pickup,like_new,Tyler Carroll,2025-06-22 13:44:20
RET02YH1H4G,3884,2993,2025-08-05 06:56:03,other,pending,55.94,original_payment,3.44,mail,like_new,Sandra White,2025-08-05 06:56:03
RET52PYAMMD,7204,2849,2025-05-30 18:36:02,changed_mind,approved,12.59,store_credit,7.61,mail,poor,Deborah Riddle,2025-05-30 18:36:02
RET8AP02AL3,7675,1702,2024-10-31 02:32:29,other,pending,45.57,original_payment,7.5,pickup,new,Roger Vargas,2024-10-31 02:32:29
RET7MW0M0YV,9499,2512,2025-09-25 10:06:11,fit,processed,56.31,original_payment,8.39,mail,fair,Sarah Thompson,2025-09-25 10:06:11
RET4443OLNY,2553,1625,2024-11-07 21:22:19,other,approved,55.29,original_payment,6.48,pickup,poor,Jeffrey Brown MD,2024-11-07 21:22:19
RETQFQWAKLD,5493,774,2025-09-19 01:06:11,defective,completed,43.18,original_payment,13.83,store,fair,Cheryl Sanchez,2025-09-19 01:06:11
RETSTQ6XL6E,1499,4927,2025-08-11 07:10:33,defective,approved,57.07,store_credit,11.45,pickup,new,Joseph Ramos,2025-08-11 07:10:33
RETIB19SXIW,12372,731,2025-03-30 09:57:59,fit,approved,58.2,original_payment,7.77,store,like_new,Darryl Bender,2025-03-30 09:57:59
RETUR312OXA,4468,1846,2025-03-05 21:38:21,changed_mind,pending,28.0,original_payment,9.41,mail,good,Patrick Casey,2025-03-05 21:38:21
RETTVRGRHWF,6253,4463,2024-11-08 23:11:41,fit,approved,47.24,store_credit,3.48,store,new,Brandon Kennedy,2024-11-08 23:11:41
RETZQVHT0EF,8195,209,2025-09-18 10:55:02,fit,approved,44.73,original_payment,12.13,pickup,like_new,Austin Jackson,2025-09-18 10:55:02
RETE7YHFBID,7673,85,2025-09-04 16:11:17,fit,completed,55.89,original_payment,3.33,mail,fair,Ashley Lynn,2025-09-04 16:11:17
RETAD2FGUX3,10704,934,2025-04-01 20:07:26,changed_mind,approved,44.05,original_payment,6.0,mail,poor,Caroline Schaefer,2025-04-01 20:07:26
RET8RLYENM5,3539,4335,2025-09-07 15:11:35,other,pending,29.37,store_credit,2.61,store,poor,Jessica Thomas,2025-09-07 15:11:35
RET25AMUARD,9144,4438,2025-05-05 05:59:15,fit,completed,25.4,store_credit,14.15,pickup,fair,Eric White,2025-05-05 05:59:15
RETSC2G5WVZ,7741,888,2025-05-26 21:57:58,changed_mind,approved,29.75,original_payment,9.24,mail,poor,William Williams,2025-05-26 21:57:58
RETQC274BVM,2591,61,2025-07-20 18:54:55,fit,completed,43.1,store_credit,11.07,mail,like_new,Jeffery Peters,2025-07-20 18:54:55
RET9XZQMWJ3,5783,1035,2025-04-03 18:51:04,fit,approved,22.87,store_credit,9.47,store,like_new,Patrick Rogers,2025-04-03 18:51:04
RETSGVUP4E6,11521,1002,2025-09-04 02:00:51,defective,processed,44.4,store_credit,1.58,store,fair,Daniel Martinez,2025-09-04 02:00:51
RETBQQRIBDX,4028,2198,2025-06-07 18:37:19,changed_mind,pending,21.55,original_payment,1.38,pickup,poor,Courtney House,2025-06-07 18:37:19
RETNST4JK1S,7958,3206,2025-06-17 01:35:21,defective,processed,46.84,original_payment,1.56,mail,new,Jeffrey Lewis MD,2025-06-17 01:35:21
RETVAJE3GRG,583,345,2025-07-03 09:26:21,defective,approved,56.25,original_payment,2.37,store,good,Brent Savage,2025-07-03 09:26:21
RETBNFC9Z6E,4387,4963,2025-08-06 23:07:07,fit,completed,44.84,store_credit,7.63,mail,new,Stephanie Bradford,2025-08-06 23:07:07
RETGVPX4L6R,12227,3565,2025-09-19 12:17:05,changed_mind,approved,33.66,store_credit,7.28,store,fair,Jennifer Valencia,2025-09-19 12:17:05
RETMZL1DASH,9883,808,2024-11-23 23:18:38,fit,pending,46.84,original_payment,10.24,store,poor,Julia Avila,2024-11-23 23:18:38
RETY2MWAZ1L,9031,994,2025-05-11 11:32:50,defective,processed,41.55,original_payment,8.68,pickup,fair,Shelby Campbell,2025-05-11 11:32:50
RETOFLMDBIM,10592,4445,2025-08-14 02:25:07,other,pending,58.14,store_credit,11.11,pickup,like_new,Darlene Dennis,2025-08-14 02:25:07
RETZRTAX5RN,8081,1830,2025-08-26 14:32:28,changed_mind,approved,35.66,store_credit,4.39,store,good,Kristina Sutton,2025-08-26 14:32:28
RET0PYAZWAV,1490,858,2025-03-24 08:35:00,changed_mind,processed,40.24,store_credit,12.48,pickup,like_new,Troy Russell,2025-03-24 08:35:00
RETCOZR3TRX,5028,4309,2024-10-23 19:28:04,changed_mind,completed,59.36,store_credit,9.73,store,poor,Allison Clark,2024-10-23 19:28:04
RETCTEQAJBE,10544,904,2024-10-28 18:12:57,defective,processed,45.25,original_payment,1.46,store,good,Cory Snyder,2024-10-28 18:12:57
RETSQVF8IPX,1777,217,2024-06-07 08:32:19,changed_mind,processed,29.87,store_credit,2.82,store,like_new,Kim Adams,2024-06-07 08:32:19
RETNYRB5N3S,325,97,2025-04-29 13:29:09,fit,approved,61.9,original_payment,12.43,mail,good,Elaine Jarvis,2025-04-29 13:29:09
RETIJ79X6Y1,10414,4154,2025-08-06 23:13:59,defective,processed,46.6,store_credit,3.69,store,good,Hannah Boyd,2025-08-06 23:13:59
RETN7XS6YDW,202,1616,2025-04-09 02:45:39,defective,pending,77.87,original_payment,3.15,pickup,good,William Thomas,2025-04-09 02:45:39
RETZ95TNJJU,5165,3302,2025-09-11 04:49:33,defective,approved,49.42,store_credit,2.62,pickup,like_new,Annette Russell,2025-09-11 04:49:33
RETIDTJB02M,1376,2637,2024-12-22 06:14:42,defective,approved,47.99,original_payment,5.7,mail,new,Brent Brown,2024-12-22 06:14:42
RETQAOGYQ1R,11829,4492,2025-08-02 16:38:46,fit,completed,35.23,original_payment,10.87,store,new,Robert Melton,2025-08-02 16:38:46
RETBZXSTVYB,4843,3950,2025-08-29 18:43:47,fit,approved,31.68,store_credit,4.0,pickup,new,Yolanda Nichols,2025-08-29 18:43:47
RETVUDQ9XC6,7825,3556,2025-08-09 21:36:39,fit,completed,82.73,original_payment,2.11,mail,poor,Clifford Everett,2025-08-09 21:36:39
RETAPYPKP4W,12675,3837,2025-01-30 17:19:13,fit,approved,34.11,store_credit,8.85,pickup,poor,Kelly Richards,2025-01-30 17:19:13
RETZN2X7U2Z,7988,1850,2025-05-08 20:25:48,other,processed,26.57,original_payment,8.44,mail,fair,Matthew Evans,2025-05-08 20:25:48
RETVQHK7XJ9,11729,319,2025-09-18 09:02:46,defective,pending,71.54,store_credit,3.79,store,poor,Patricia Johnson,2025-09-18 09:02:46
RET2L8PH1XB,7665,980,2025-07-04 02:07:46,changed_mind,pending,54.52,original_payment,6.72,pickup,like_new,Mark Trujillo,2025-07-04 02:07:46
RETKKXA7XXX,6093,1051,2025-09-20 14:18:20,fit,completed,43.19,store_credit,14.84,mail,new,Brenda Lee,2025-09-20 14:18:20
RETNQ4Y6AYW,5978,1409,2025-07-25 01:31:23,defective,approved,30.73,original_payment,13.11,pickup,fair,John Miller,2025-07-25 01:31:23
RET5N3D1S31,884,704,2025-09-07 23:10:16,changed_mind,completed,23.47,original_payment,4.98,mail,poor,Robert Velasquez MD,2025-09-07 23:10:16
RETHMDFZU5S,11487,4247,2025-08-12 04:57:47,fit,processed,71.33,original_payment,4.58,mail,new,Aimee Davis,2025-08-12 04:57:47
RETB3UT8CZK,10323,3249,2024-11-19 01:13:49,defective,completed,41.86,store_credit,6.79,mail,fair,Catherine Fleming,2024-11-19 01:13:49
RET9C8ZON7O,6906,1823,2024-10-10 18:13:26,changed_mind,approved,34.72,original_payment,0.53,store,good,Jennifer Parks,2024-10-10 18:13:26
RET9JKD2XBW,8360,1763,2025-01-24 18:01:45,fit,processed,67.68,store_credit,14.71,pickup,like_new,Nathan Lane,2025-01-24 18:01:45
RETUJ6NFW4Y,354,4814,2025-07-12 10:04:28,other,processed,30.67,original_payment,8.3,pickup,good,Jennifer Gonzalez,2025-07-12 10:04:28
RETO5GYDDUF,5014,2275,2025-04-16 09:48:34,defective,pending,34.8,store_credit,9.03,store,poor,Catherine Graham,2025-04-16 09:48:34
RET03K6KO3B,1496,2412,2025-08-17 20:18:52,fit,pending,36.85,original_payment,10.95,store,good,Colleen Arellano,2025-08-17 20:18:52
RETIJFMAENL,1287,2093,2025-04-21 03:55:47,fit,processed,52.78,original_payment,10.55,pickup,fair,John Gonzalez,2025-04-21 03:55:47
RETV9TEOGLQ,10981,3475,2025-07-31 17:07:43,fit,processed,57.53,store_credit,12.83,pickup,like_new,Justin Parker,2025-07-31 17:07:43
RET2A3PHDR8,5583,3504,2024-09-09 09:45:25,defective,approved,70.36,original_payment,6.54,pickup,like_new,Karen Walker,2024-09-09 09:45:25
RETFIOI7X4W,2410,4387,2025-09-17 07:51:15,changed_mind,approved,58.5,store_credit,3.61,mail,good,William Cardenas,2025-09-17 07:51:15
RETMCHRLTP6,6234,4020,2024-07-24 03:56:04,fit,pending,43.89,store_credit,7.61,store,good,Casey Fisher,2024-07-24 03:56:04
RETYYTGLEJ8,5804,3185,2025-05-10 15:21:16,fit,pending,29.54,store_credit,4.39,store,fair,Samantha Lynch,2025-05-10 15:21:16
RETO6OD2TQR,10044,1865,2025-07-14 10:09:22,other,processed,35.58,original_payment,12.11,mail,good,Amy Daugherty,2025-07-14 10:09:22
RETQXTTM0RT,11452,965,2025-03-16 04:48:08,fit,completed,49.44,original_payment,7.06,pickup,like_new,Mr. Scott Rodriguez,2025-03-16 04:48:08
RETR6CVQQLX,8217,2612,2025-03-02 20:02:46,other,pending,39.58,original_payment,14.7,mail,good,Heather Griffin,2025-03-02 20:02:46
RET2VQ9HHBE,9401,1973,2025-01-07 14:17:53,defective,approved,34.18,store_credit,5.12,store,new,Randall Diaz,2025-01-07 14:17:53
RET3154ZCQX,5184,3686,2025-04-08 15:28:22,defective,completed,47.13,original_payment,12.99,mail,good,Debra Farrell,2025-04-08 15:28:22
RETU3N9V4XM,6387,657,2025-08-05 23:27:57,fit,approved,47.05,store_credit,10.74,mail,new,David Turner,2025-08-05 23:27:57
RETEC5Z2UMZ,10314,3273,2025-06-14 22:59:20,changed_mind,approved,43.5,original_payment,4.22,mail,poor,Loretta Crane,2025-06-14 22:59:20
RET4EMZ2Q3C,3088,1792,2025-07-07 09:31:32,defective,approved,49.23,original_payment,6.21,pickup,good,Amber Hall,2025-07-07 09:31:32
RETGXJNIL9G,12118,2979,2025-01-01 21:12:18,other,pending,41.55,store_credit,1.39,store,good,Emily Jackson,2025-01-01 21:12:18
RETECCUK6BE,9772,4026,2025-07-09 10:17:14,fit,approved,44.8,original_payment,14.83,pickup,new,Breanna Singleton,2025-07-09 10:17:14
RET7E972M9R,4933,2732,2024-11-15 08:48:37,other,pending,37.21,original_payment,12.1,mail,like_new,Ashley Miller,2024-11-15 08:48:37
RETV4JX389O,2968,2542,2025-05-17 19:56:54,fit,completed,33.54,store_credit,8.13,mail,good,Shannon Bennett,2025-05-17 19:56:54
RETKLTZLQ7W,4993,4931,2024-12-23 22:48:11,changed_mind,pending,35.14,store_credit,7.54,store,good,Kristin Cameron,2024-12-23 22:48:11
RET80H3ZWIT,6265,2214,2025-06-26 03:41:14,other,processed,27.85,original_payment,13.66,mail,fair,Adam Graham,2025-06-26 03:41:14
RETR9GONPZI,11115,3495,2025-08-18 02:42:41,fit,processed,39.36,store_credit,8.19,pickup,poor,Nancy Reyes,2025-08-18 02:42:41
RETF9PUA0BH,7557,900,2024-12-28 10:45:19,changed_mind,pending,63.73,store_credit,14.56,pickup,new,Ms. Kayla Anderson DVM,2024-12-28 10:45:19
RETU2H7MN06,1580,3013,2025-06-02 21:39:54,other,completed,56.7,original_payment,5.39,store,poor,William Johnson,2025-06-02 21:39:54
RETF4ARDJWX,11053,3211,2025-04-19 09:05:41,changed_mind,processed,37.92,original_payment,10.62,store,good,Thomas Rodriguez,2025-04-19 09:05:41
RETV32UV47A,11173,153,2025-09-18 10:00:37,changed_mind,processed,33.29,original_payment,1.89,pickup,fair,Corey Dyer,2025-09-18 10:00:37
RETN4L1O747,9689,356,2025-05-02 20:24:40,defective,pending,44.06,store_credit,10.19,pickup,new,David Baker,2025-05-02 20:24:40
RETWAWBHXPY,990,4486,2025-05-28 10:59:20,defective,processed,56.33,original_payment,8.0,store,fair,James Knapp,2025-05-28 10:59:20
RETZQOYOHWP,1238,3518,2025-08-08 21:09:41,fit,processed,26.96,original_payment,10.15,store,new,Laura Smith,2025-08-08 21:09:41
RET1BC6EXO7,6831,45,2025-08-13 11:14:35,fit,pending,30.8,original_payment,3.92,pickup,poor,Kendra Gallegos,2025-08-13 11:14:35
RETDLMFLG9F,1198,2373,2025-01-28 07:49:01,changed_mind,processed,63.74,original_payment,1.11,store,new,Kimberly Williamson,2025-01-28 07:49:01
RETB2RD6SI4,6204,3852,2025-08-22 03:37:04,fit,completed,36.94,original_payment,12.14,mail,poor,Sarah Houston,2025-08-22 03:37:04
RETSHLTRVM6,9247,2813,2025-09-24 19:58:31,fit,completed,54.64,original_payment,6.33,store,poor,Misty Guzman,2025-09-24 19:58:31
