return_id,order_id,customer_id,return_date,return_reason,return_method,refund_amount,refund_method,return_status,restocking_fee,condition_received,processed_by,created_at
RETC3KP9D4F,83401,40867,2025-09-07 00:09:28,changed_mind,mail,44.78,original_payment,completed,14.16,new,Krista Walker,2025-09-07 00:09:28
RETY5OCHWZ2,8237,21431,2025-06-29 23:56:51,fit,pickup,39.93,store_credit,completed,2.19,good,Tammy Carter,2025-06-29 23:56:51
RETLY8UIQUI,121648,11347,2025-03-13 17:00:52,changed_mind,store,48.22,original_payment,approved,13.86,new,Joseph Waller,2025-03-13 17:00:52
RETBSK683XE,46234,41591,2024-12-25 10:02:39,changed_mind,mail,46.85,store_credit,processed,5.85,good,Annette Sullivan,2024-12-25 10:02:39
RETQE4F1UKA,86518,10065,2025-07-09 02:20:18,other,mail,69.79,original_payment,pending,4.48,good,Nathan Lucas,2025-07-09 02:20:18
RETP6L8B92S,60944,13050,2025-07-16 23:13:14,defective,mail,90.87,store_credit,processed,6.05,new,Joshua Washington,2025-07-16 23:13:14
RETG9F8U6IS,23533,21488,2025-09-20 07:28:03,fit,store,47.54,store_credit,pending,3.39,fair,Lisa Davis,2025-09-20 07:28:03
RETUWBEE9YZ,55776,3381,2025-02-22 21:50:53,fit,store,51.44,store_credit,processed,10.61,fair,Jennifer Thomas,2025-02-22 21:50:53
RET27CXDDL8,23431,6287,2025-09-01 12:49:28,changed_mind,pickup,43.07,original_payment,approved,12.43,like_new,Mark Howell,2025-09-01 12:49:28
RETDDQCBKUY,44845,45422,2025-08-06 04:38:00,defective,pickup,38.73,original_payment,completed,4.87,fair,Derrick Edwards,2025-08-06 04:38:00
RETRSHYYA06,84800,17721,2025-04-24 07:28:29,defective,store,39.83,original_payment,completed,13.48,good,Ashley Mccoy,2025-04-24 07:28:29
RETBIKOUV0U,35928,16198,2025-06-29 05:40:58,fit,mail,38.02,original_payment,pending,9.25,like_new,Lindsey Williams,2025-06-29 05:40:58
RET4T10T41E,62898,1294,2025-09-26 10:05:31,fit,pickup,23.71,store_credit,approved,1.13,new,Bradley Middleton,2025-09-26 10:05:31
RET13U07L6V,114165,16744,2025-07-24 09:06:39,other,store,39.97,store_credit,approved,2.31,good,Erin Houston,2025-07-24 09:06:39
RETM7GO8FXH,35639,15687,2024-08-26 17:05:40,changed_mind,store,49.69,original_payment,approved,5.05,poor,Amber Cooper,2024-08-26 17:05:40
RETLZ6UFOIW,50949,24036,2025-08-21 08:31:40,other,mail,46.16,store_credit,approved,13.12,good,Dr. David Blair,2025-08-21 08:31:40
RETZ90Y16QC,104028,3365,2025-07-16 17:06:38,other,pickup,65.51,store_credit,approved,3.62,poor,Marvin Smith,2025-07-16 17:06:38
RETQQ19JKYS,118807,37646,2025-08-21 17:42:06,defective,store,40.64,original_payment,completed,0.13,poor,Vicki Miller,2025-08-21 17:42:06
RET0C6IJAN6,115877,11704,2025-05-19 09:12:24,fit,pickup,50.80,original_payment,processed,11.78,poor,Christopher Wang,2025-05-19 09:12:24
RETD0FXC0ZD,57174,30285,2025-09-10 03:46:57,fit,store,30.67,store_credit,processed,9.07,like_new,Samantha Chavez,2025-09-10 03:46:57
RETZHCCTY1O,50814,23755,2024-02-11 01:37:09,fit,store,66.72,original_payment,pending,5.30,poor,Susan Moody,2024-02-11 01:37:09
RETPVH36QJ4,114229,42333,2025-07-23 04:41:47,fit,store,30.79,original_payment,approved,7.86,poor,Catherine Edwards,2025-07-23 04:41:47
RETIK4FWHWN,60335,18165,2025-09-25 06:15:42,changed_mind,pickup,57.64,store_credit,pending,7.87,good,Carrie Reid,2025-09-25 06:15:42
RETZTAVQZXJ,98522,14120,2024-07-02 06:47:25,fit,pickup,34.24,store_credit,processed,7.96,good,Cynthia Jackson,2024-07-02 06:47:25
RET1XIK89VS,17045,19216,2025-09-23 02:42:58,other,pickup,37.17,original_payment,completed,10.70,poor,Lori Chapman,2025-09-23 02:42:58
RET6GRT6ZCF,92986,35045,2025-01-16 13:04:32,defective,mail,72.04,store_credit,approved,4.20,fair,Chelsea Brown,2025-01-16 13:04:32
RETB1QB9X6Y,42658,19743,2025-08-21 13:52:29,changed_mind,store,27.04,store_credit,processed,13.47,good,Laura Leonard,2025-08-21 13:52:29
RETYF4XFSR5,53749,40641,2024-12-24 10:41:55,fit,mail,37.33,original_payment,pending,11.22,poor,Jacob Sharp,2024-12-24 10:41:55
RET3LK3NML7,117058,28670,2025-08-20 01:24:00,fit,pickup,76.83,original_payment,approved,5.39,poor,Ashley Chan,2025-08-20 01:24:00
RETEGVTUS3A,119564,25694,2025-06-03 02:43:56,defective,pickup,28.15,original_payment,completed,7.61,good,Eric Turner,2025-06-03 02:43:56
RETXGIXY9SQ,63021,2087,2024-11-15 19:09:33,defective,store,37.73,original_payment,pending,11.18,like_new,Joshua Gates,2024-11-15 19:09:33
RETGAAYCKIV,38253,34291,2024-12-22 02:48:18,other,pickup,46.28,original_payment,approved,12.54,fair,Nancy Lee,2024-12-22 02:48:18
RET16P5N3PY,268,8559,2025-09-20 02:07:41,changed_mind,pickup,31.93,original_payment,approved,6.95,poor,Duane Tucker,2025-09-20 02:07:41
RETWMKEAYHQ,34653,8283,2024-05-16 16:05:01,defective,store,43.52,store_credit,processed,14.60,like_new,Mrs. Stephanie Gonzales,2024-05-16 16:05:01
RET8EAJOJ2Z,32276,9434,2025-04-21 13:12:49,defective,pickup,79.70,original_payment,processed,11.99,new,Joshua Mayo,2025-04-21 13:12:49
RETGTWK6LQZ,121296,21463,2025-06-01 09:26:19,changed_mind,pickup,37.14,original_payment,approved,13.54,fair,Zoe Martinez,2025-06-01 09:26:19
RET2913WKHI,11753,32875,2025-09-07 23:13:11,changed_mind,store,56.12,original_payment,pending,7.61,like_new,Martin Silva,2025-09-07 23:13:11
RET43V918MU,2320,4385,2025-08-19 19:05:46,changed_mind,mail,55.83,original_payment,completed,8.41,new,Matthew Collins,2025-08-19 19:05:46
RETQXGN8303,3446,41616,2025-09-08 22:58:24,defective,pickup,27.05,original_payment,processed,7.22,new,Lindsay Barrett,2025-09-08 22:58:24
RET4PJQBQWX,12060,44223,2025-05-22 09:16:13,fit,pickup,43.29,store_credit,approved,8.42,like_new,Melanie Reese,2025-05-22 09:16:13
RET0F2H68VM,66414,8222,2025-09-21 04:20:56,fit,mail,39.65,store_credit,pending,14.36,good,Lucas Smith,2025-09-21 04:20:56
RETM8AT8F6H,32242,36991,2025-01-16 05:23:40,defective,pickup,73.56,store_credit,pending,9.60,like_new,Shelly Price,2025-01-16 05:23:40
RETBZKDHNWX,50206,23131,2025-01-28 10:23:33,fit,store,37.16,store_credit,processed,8.40,like_new,Katherine White,2025-01-28 10:23:33
RETV8338C06,109438,43756,2024-10-06 07:36:19,fit,pickup,72.57,store_credit,completed,13.72,new,Bryan Norton,2024-10-06 07:36:19
RET3B3JVCNA,104233,12331,2025-09-24 16:51:56,fit,store,47.67,store_credit,completed,10.03,like_new,Caitlin Moore,2025-09-24 16:51:56
RETQUNUK54D,56478,7769,2025-09-16 07:11:17,changed_mind,mail,63.39,original_payment,pending,3.62,fair,Mr. Jonathan Warner,2025-09-16 07:11:17
RETRH6YXKEA,38723,9316,2024-06-29 16:14:26,other,store,39.02,store_credit,processed,14.84,fair,Keith Berry,2024-06-29 16:14:26
RET2TRF9SDV,122339,20602,2025-03-02 09:38:09,fit,pickup,56.16,original_payment,pending,0.31,poor,Stephanie Hampton,2025-03-02 09:38:09
RET6H9CJE09,70633,34594,2025-09-20 07:49:08,other,pickup,59.88,store_credit,pending,10.03,poor,Brian Barrett,2025-09-20 07:49:08
RETH2CU6XY7,20483,49175,2024-09-15 20:20:38,defective,pickup,43.03,store_credit,processed,5.13,good,Christopher Barnes,2024-09-15 20:20:38
RETR9M536LF,41430,8237,2025-01-20 05:02:06,fit,store,58.05,store_credit,completed,5.33,new,Debra Stokes,2025-01-20 05:02:06
RET3U90M6C4,97869,17344,2024-11-03 13:32:46,changed_mind,mail,32.90,original_payment,approved,6.45,like_new,John Jackson,2024-11-03 13:32:46
RETYGWP9H0P,16457,8581,2025-05-11 05:51:10,defective,store,38.74,original_payment,pending,0.25,poor,Michelle Johnson,2025-05-11 05:51:10
RET45PILF14,74723,18393,2024-07-10 10:12:14,defective,pickup,65.73,original_payment,processed,6.68,like_new,Autumn Singh,2024-07-10 10:12:14
RETWK2VXFPS,95292,23355,2025-08-07 22:07:29,defective,pickup,29.98,original_payment,processed,12.53,good,Henry Howard,2025-08-07 22:07:29
RET0F5W5S2L,24197,38839,2025-07-08 12:57:50,fit,pickup,63.10,store_credit,approved,3.23,good,Vanessa Woodard,2025-07-08 12:57:50
RETP0930FML,98713,2045,2025-02-25 17:48:57,defective,mail,63.26,original_payment,pending,2.80,poor,Robert Vaughan,2025-02-25 17:48:57
RETHLB197VW,8129,17026,2025-07-05 08:42:35,defective,pickup,17.27,original_payment,pending,4.76,poor,Charles Jones,2025-07-05 08:42:35
RETRBZHYF9X,19892,33903,2025-01-06 13:23:09,defective,store,47.56,original_payment,completed,6.49,new,Willie Jones,2025-01-06 13:23:09
RET43GSF7FB,12760,9317,2025-05-04 08:14:46,fit,pickup,53.25,original_payment,processed,13.28,poor,James Sanchez,2025-05-04 08:14:46
RET4EW8P70N,40911,18747,2024-06-29 14:54:35,defective,mail,59.03,original_payment,processed,12.58,fair,Robert Bright,2024-06-29 14:54:35
RETVCJMZYQ5,75866,11374,2025-05-06 23:03:44,fit,mail,32.25,store_credit,processed,11.61,poor,Douglas Brady,2025-05-06 23:03:44
RET2XXLV2IJ,89628,10709,2025-04-29 00:37:47,defective,store,52.72,original_payment,processed,12.67,like_new,Molly Frank,2025-04-29 00:37:47
RETGWLOYP2N,93740,28208,2025-09-15 01:52:45,fit,pickup,49.22,original_payment,processed,10.54,good,Mr. Lawrence Duke DDS,2025-09-15 01:52:45
RETUUUOCY80,18792,6790,2025-09-15 23:50:22,changed_mind,store,43.39,original_payment,pending,10.89,poor,Kelly Santana,2025-09-15 23:50:22
RET9M4VJW4M,28682,49138,2024-02-18 16:06:06,changed_mind,mail,27.02,store_credit,completed,9.32,good,Robert Johnson,2024-02-18 16:06:06
RETA9U5W7M9,108951,5376,2025-06-26 15:58:56,other,pickup,20.19,original_payment,processed,6.54,like_new,Charles Ortega,2025-06-26 15:58:56
RETSTKX1D89,59957,18304,2024-06-27 14:37:34,other,store,42.16,original_payment,approved,6.43,poor,Christopher Maldonado,2024-06-27 14:37:34
RETLFZZZH9H,738,27925,2025-08-28 10:29:27,changed_mind,store,47.41,original_payment,processed,1.50,good,Alexander Donaldson,2025-08-28 10:29:27
RETC0ROMWK9,87799,36707,2024-12-13 06:46:53,fit,mail,64.29,original_payment,approved,5.98,like_new,Douglas Wilson,2024-12-13 06:46:53
RETS9RJI05G,18756,11493,2024-05-18 07:56:02,fit,mail,26.95,store_credit,processed,1.48,fair,James Smith,2024-05-18 07:56:02
RETNQ3AO8VX,35470,8212,2024-12-21 09:29:35,changed_mind,store,59.92,original_payment,pending,6.33,fair,Austin Brown,2024-12-21 09:29:35
RETDG5O5N80,14049,11847,2024-01-30 23:07:13,defective,pickup,38.76,original_payment,pending,12.95,poor,Kimberly Arnold,2024-01-30 23:07:13
RETRM15YTSF,122697,23050,2025-07-18 12:12:16,fit,store,37.38,original_payment,completed,14.01,good,Tyler Holmes,2025-07-18 12:12:16
RET0B769IWX,41021,21012,2024-04-21 23:41:24,fit,store,40.68,original_payment,approved,7.37,new,Alexander Green,2024-04-21 23:41:24
RETCZCTHWTU,19613,47509,2024-10-29 02:40:52,fit,store,70.91,original_payment,pending,8.98,poor,Mitchell Wyatt,2024-10-29 02:40:52
RET3N461T7N,106990,3774,2025-09-12 14:49:31,defective,store,26.70,original_payment,pending,9.92,good,Kimberly Clark,2025-09-12 14:49:31
RETYCVXYAPZ,116446,4614,2025-07-11 23:45:12,defective,store,38.49,store_credit,completed,7.63,fair,Amber Thomas,2025-07-11 23:45:12
RETRZIZ62BA,111142,4074,2025-09-12 13:23:04,fit,store,38.86,original_payment,approved,4.72,poor,Ronald Petersen,2025-09-12 13:23:04
RET3GAR9UII,47982,1734,2025-05-07 07:18:35,changed_mind,store,40.76,original_payment,pending,11.64,good,Lisa Brown,2025-05-07 07:18:35
RETTJC03CXW,61063,30684,2025-09-09 20:47:44,defective,store,61.73,original_payment,pending,14.09,fair,Danny Hale,2025-09-09 20:47:44
RET251UGB9T,120083,25460,2025-07-07 23:25:17,changed_mind,store,22.66,original_payment,completed,8.74,good,Julie Carney,2025-07-07 23:25:17
RETS5S6T9XG,55094,20452,2025-04-02 23:54:37,fit,pickup,37.89,original_payment,pending,6.15,like_new,Debra Rodriguez DVM,2025-04-02 23:54:37
RETJ1O9BC5H,11248,5407,2024-09-29 04:44:36,defective,store,52.51,store_credit,pending,3.24,good,Robert Phillips,2024-09-29 04:44:36
RETGT2T081O,51468,48807,2025-08-03 12:25:24,changed_mind,store,67.53,store_credit,approved,2.37,fair,Jennifer Mason,2025-08-03 12:25:24
RETF31CQDQB,93365,32693,2025-08-09 02:55:37,other,store,32.62,original_payment,processed,5.05,poor,Diana Duncan,2025-08-09 02:55:37
RETKOE8QDIF,42084,23561,2024-12-24 04:00:34,fit,pickup,28.02,store_credit,approved,3.03,new,Thomas Garcia,2024-12-24 04:00:34
RETS12W123I,42783,15228,2025-08-13 18:24:17,other,store,69.48,store_credit,approved,8.73,fair,Matthew Craig,2025-08-13 18:24:17
RETTWBVT3U2,79307,9946,2025-07-22 22:26:31,changed_mind,store,49.35,original_payment,pending,13.29,poor,Stephen Mann,2025-07-22 22:26:31
RETN0FZWWAU,94775,9387,2025-04-08 17:24:16,changed_mind,mail,51.93,original_payment,approved,1.84,new,Timothy Reed,2025-04-08 17:24:16
RETDVS17B8Z,85361,49147,2024-10-01 18:23:18,defective,mail,29.68,original_payment,pending,14.08,like_new,Mike Eaton,2024-10-01 18:23:18
RETC8L3BILW,22206,27805,2025-03-06 17:20:27,changed_mind,store,76.48,store_credit,processed,10.26,poor,Elizabeth Roberts,2025-03-06 17:20:27
RET6W9RYZNN,117573,3283,2024-12-30 17:43:46,changed_mind,mail,51.76,original_payment,pending,0.53,new,Heather Conway,2024-12-30 17:43:46
RET3KLBLYBG,19122,705,2024-07-02 12:46:07,defective,store,41.36,store_credit,processed,3.21,like_new,Savannah Carr,2024-07-02 12:46:07
RET73SPG2P9,87014,31135,2025-08-24 02:11:23,other,mail,53.97,store_credit,approved,4.72,fair,Sara Davis,2025-08-24 02:11:23
RETSNFEKL54,44375,34743,2024-12-22 17:39:03,changed_mind,pickup,37.82,original_payment,completed,2.13,poor,Julie Carson,2024-12-22 17:39:03
RETRZAEY5H6,37800,36858,2025-08-23 07:52:23,defective,store,39.13,store_credit,approved,10.50,poor,Kaitlin Brown,2025-08-23 07:52:23
RETXTB3EK5W,8437,41240,2024-12-04 11:23:41,fit,store,56.97,original_payment,processed,10.36,poor,Julie Ward,2024-12-04 11:23:41
RET4LDZE0KU,24979,27005,2024-12-23 02:18:32,fit,pickup,46.56,store_credit,completed,14.92,poor,Samuel Sexton,2024-12-23 02:18:32
RET00923J4Q,13873,30323,2025-09-04 01:44:49,defective,pickup,41.93,store_credit,completed,9.94,new,Carolyn Phillips,2025-09-04 01:44:49
RETVEZ8U7DP,8479,33901,2024-11-12 05:47:24,other,mail,45.89,original_payment,completed,0.64,new,Mr. Jacob Hall PhD,2024-11-12 05:47:24
RETUOH62H1J,101815,22115,2024-11-05 10:31:27,fit,pickup,52.64,store_credit,completed,10.02,like_new,Shannon Hernandez,2024-11-05 10:31:27
RETK8A4G2P3,17556,4025,2025-09-23 08:21:25,defective,store,40.82,original_payment,processed,0.10,good,Joshua Stewart,2025-09-23 08:21:25
RETP21GOV8X,80290,43673,2024-12-22 08:53:12,changed_mind,store,56.51,original_payment,processed,6.39,like_new,Bryan Fox,2024-12-22 08:53:12
RETON8Z8PHT,49339,25853,2025-06-19 15:52:37,fit,mail,42.57,original_payment,processed,10.32,new,Jose Alvarez,2025-06-19 15:52:37
RET1MPJ1OVP,10728,30145,2025-09-20 20:57:58,fit,mail,38.49,original_payment,completed,5.47,new,Shane Kelly,2025-09-20 20:57:58
RET0BC9XO68,36539,7684,2025-03-20 16:30:18,fit,pickup,19.02,store_credit,completed,9.99,new,Paige Aguilar DDS,2025-03-20 16:30:18
RETO0KCB11U,111493,5028,2024-08-02 15:10:35,other,store,71.52,original_payment,processed,5.16,good,Christina Mccarty,2024-08-02 15:10:35
RETAD1TOITM,122113,46613,2025-09-23 12:03:31,changed_mind,mail,48.69,original_payment,approved,8.51,like_new,Rebecca Mitchell,2025-09-23 12:03:31
RET55GG7U30,105573,25103,2025-09-07 00:08:24,defective,pickup,58.55,original_payment,completed,4.98,like_new,Carl Aguilar,2025-09-07 00:08:24
RETYP34K921,74568,43230,2025-09-16 19:59:00,changed_mind,mail,77.71,original_payment,processed,1.89,fair,Kevin Grant,2025-09-16 19:59:00
RETWCJNSCHG,8942,40546,2025-04-10 20:44:39,other,pickup,47.33,original_payment,approved,13.86,fair,Corey Davidson,2025-04-10 20:44:39
RETA39EJXLD,48795,7825,2025-09-25 02:39:59,fit,store,61.34,store_credit,processed,1.93,new,Amanda Sims,2025-09-25 02:39:59
RETGV9ZM38Z,110332,12524,2024-11-24 18:06:21,changed_mind,pickup,41.35,original_payment,pending,2.97,fair,Mason Kline,2024-11-24 18:06:21
RETFS62X8WS,94543,47056,2025-02-16 21:30:30,defective,mail,36.41,original_payment,approved,14.48,good,Lisa Haas,2025-02-16 21:30:30
RETGNZZ2RWW,21969,45443,2025-07-18 17:20:56,fit,mail,39.96,original_payment,approved,6.17,poor,Michelle Friedman,2025-07-18 17:20:56
RETGRXYXPPK,118557,1542,2025-03-26 19:23:21,defective,pickup,36.76,original_payment,processed,11.67,poor,Carrie Patton,2025-03-26 19:23:21
RETZHRI8C0H,25042,6470,2025-09-03 11:48:42,fit,mail,42.80,original_payment,completed,13.82,like_new,Timothy Johnson,2025-09-03 11:48:42
RETVZ8U50PE,14728,35765,2025-08-23 20:53:38,changed_mind,pickup,31.84,store_credit,processed,14.49,fair,Amanda Poole,2025-08-23 20:53:38
RETJGWF9WIK,85754,1574,2025-09-15 00:13:19,fit,mail,27.14,store_credit,processed,13.29,poor,Nathan Mitchell,2025-09-15 00:13:19
RETDNFUTTE6,108389,44319,2025-07-23 11:30:41,defective,pickup,33.38,original_payment,completed,2.26,fair,Mario Meza,2025-07-23 11:30:41
RETHSSAETUK,104355,4747,2024-12-06 00:33:12,other,store,41.27,original_payment,completed,2.35,good,Terry Stephens,2024-12-06 00:33:12
RETQE4DQ3IA,79346,41917,2024-10-22 23:32:16,fit,store,60.90,original_payment,processed,7.39,good,Dustin Gonzalez,2024-10-22 23:32:16
RETI8GPGHBP,44368,17460,2024-11-03 10:39:14,changed_mind,mail,47.91,store_credit,completed,10.48,poor,Brianna Jennings,2024-11-03 10:39:14
RETD6435TAH,8788,4362,2025-08-24 22:53:18,other,pickup,43.01,store_credit,approved,8.44,good,David Hines,2025-08-24 22:53:18
RET106ZUJPR,19985,40193,2024-04-01 22:34:52,changed_mind,mail,53.46,original_payment,pending,5.13,poor,Sydney Gonzalez,2024-04-01 22:34:52
RETQ20BMJZW,70198,12388,2024-12-01 19:58:55,changed_mind,store,24.33,store_credit,approved,7.74,good,Melissa Clark,2024-12-01 19:58:55
RETBSLNO5LE,59152,9521,2025-05-29 08:17:18,changed_mind,pickup,53.51,store_credit,completed,10.44,new,Kayla Brady,2025-05-29 08:17:18
RET888UX3U6,68691,1455,2024-07-01 07:43:26,fit,store,41.95,store_credit,approved,5.66,poor,Oscar Davis,2024-07-01 07:43:26
RET5ZS84BMC,6939,35945,2024-11-30 05:47:16,fit,store,55.15,store_credit,completed,6.00,like_new,Crystal Smith,2024-11-30 05:47:16
RETPJLOBZGG,85560,7322,2024-05-18 08:24:03,other,mail,26.36,original_payment,approved,1.09,like_new,David Ramirez,2024-05-18 08:24:03
RETV0DJ5HY4,29663,5585,2025-05-22 10:33:37,other,store,33.35,original_payment,pending,9.73,good,Tanya Contreras,2025-05-22 10:33:37
RETU05VKP9G,115581,35555,2024-08-15 21:23:29,changed_mind,store,57.22,original_payment,approved,10.69,good,Christopher Lee,2024-08-15 21:23:29
RETPZTDFJMM,92089,3860,2024-12-08 07:25:12,defective,store,42.21,original_payment,pending,8.73,poor,Donna Johnson,2024-12-08 07:25:12
RETY983PODC,71936,25427,2025-09-16 06:36:16,fit,pickup,39.74,original_payment,approved,1.32,new,Raymond Byrd,2025-09-16 06:36:16
RETKQJQ86IA,42299,45670,2024-01-06 03:47:10,defective,store,56.50,store_credit,processed,13.56,fair,Courtney Lawson,2024-01-06 03:47:10
RET7LSMQ9F2,109145,14003,2025-04-20 12:05:37,changed_mind,mail,23.03,original_payment,processed,1.03,new,Mr. John Campbell MD,2025-04-20 12:05:37
RETH10TEXON,93123,18273,2025-06-28 20:39:52,fit,mail,56.31,original_payment,processed,0.67,poor,Thomas Brown,2025-06-28 20:39:52
RET0DPUC7W8,28677,27611,2025-07-15 23:59:29,fit,store,42.58,store_credit,pending,2.54,poor,Candice Long,2025-07-15 23:59:29
RETS4KO6HMP,87674,15947,2025-02-05 03:43:53,changed_mind,store,37.59,original_payment,pending,12.43,new,Lindsey Wells,2025-02-05 03:43:53
RETUBWW7CP7,86108,35533,2025-05-14 05:18:46,defective,mail,39.45,original_payment,pending,2.90,poor,Don Holmes,2025-05-14 05:18:46
RETTP5CIUKG,73731,46539,2025-08-27 08:19:09,defective,pickup,63.78,store_credit,completed,5.04,new,Amanda Rice,2025-08-27 08:19:09
RETY6X6X4UV,120067,20530,2025-09-04 17:02:03,fit,store,40.66,original_payment,pending,13.48,poor,Craig Long,2025-09-04 17:02:03
RETP32MWR9J,36456,23203,2025-06-28 09:55:15,fit,pickup,16.18,store_credit,processed,6.84,good,Colton Mcconnell,2025-06-28 09:55:15
RETYK56TSA5,5226,15688,2025-08-25 00:51:00,changed_mind,store,75.67,original_payment,processed,1.43,good,Jorge Benson,2025-08-25 00:51:00
RETQKY3K0FY,19025,14559,2025-05-10 23:58:31,other,store,53.41,original_payment,pending,0.26,fair,Jessica Wallace,2025-05-10 23:58:31
RETQ2BNZQYQ,59284,32898,2025-09-07 19:06:01,defective,store,54.96,original_payment,approved,1.36,like_new,James Costa,2025-09-07 19:06:01
RET12LX97KX,101334,47542,2025-02-04 20:45:41,defective,pickup,48.50,original_payment,approved,14.16,poor,Mrs. Samantha Schmitt,2025-02-04 20:45:41
RETRSE1DNLV,28862,24001,2025-02-16 11:06:34,changed_mind,mail,39.68,store_credit,approved,12.35,like_new,Jennifer Holder,2025-02-16 11:06:34
RETVPS3VMSA,6170,17783,2025-08-18 05:48:29,other,store,68.59,original_payment,approved,11.58,poor,Nathaniel Garcia,2025-08-18 05:48:29
RET79CPXHMU,89820,24582,2025-02-14 00:12:50,fit,store,33.73,store_credit,completed,9.38,like_new,Charles Hanson,2025-02-14 00:12:50
RETDQGY9UN6,105715,26198,2025-08-26 23:28:25,other,store,42.27,store_credit,completed,6.57,fair,Sean Fernandez,2025-08-26 23:28:25
RETGTXINB0Q,26332,24373,2025-05-24 14:47:00,fit,mail,65.52,store_credit,pending,6.62,poor,Travis Thomas,2025-05-24 14:47:00
RET099D4GJ9,111092,38690,2025-06-17 17:16:05,fit,mail,33.88,original_payment,approved,2.39,like_new,Mary Taylor,2025-06-17 17:16:05
RETL1ZVKH1U,19533,44756,2025-05-19 17:41:10,fit,mail,41.76,store_credit,completed,5.70,new,Joseph Lambert,2025-05-19 17:41:10
RET1HW43TLZ,119899,39296,2025-03-13 07:27:12,defective,mail,19.96,original_payment,pending,7.54,like_new,Shane Castillo,2025-03-13 07:27:12
RETZX2HHY4B,15822,37228,2024-10-22 14:03:34,changed_mind,store,48.78,original_payment,processed,7.19,new,Ronald Frost,2024-10-22 14:03:34
RETPULVU7W0,36993,23606,2025-05-10 03:35:06,defective,store,30.37,store_credit,approved,9.82,fair,Edward Bishop,2025-05-10 03:35:06
RETRMM2BBYE,19425,37930,2025-08-05 13:54:23,other,pickup,73.62,original_payment,approved,3.59,new,Cynthia Jones,2025-08-05 13:54:23
RETMLGGIXKI,96548,23634,2025-07-15 03:02:21,changed_mind,pickup,48.89,store_credit,pending,5.90,fair,Isabel Waters,2025-07-15 03:02:21
RETXOP316TS,35192,46312,2024-01-15 23:37:17,fit,mail,47.26,store_credit,pending,14.66,fair,Michael Ramirez,2024-01-15 23:37:17
RET6SUZNWBF,30439,43052,2025-09-24 06:45:20,fit,pickup,29.48,original_payment,pending,6.62,good,Courtney Caldwell,2025-09-24 06:45:20
RETP8YZT00Q,117298,20629,2024-09-14 15:56:48,defective,mail,47.83,store_credit,completed,3.92,good,Heidi Figueroa,2024-09-14 15:56:48
RET000FCXC5,39787,35460,2025-02-23 02:13:48,fit,mail,57.68,store_credit,completed,14.20,good,Ashley Kelly DDS,2025-02-23 02:13:48
RETXD7FPZXP,112879,8196,2025-09-25 15:20:14,changed_mind,pickup,45.13,store_credit,processed,9.24,good,Christine Holmes,2025-09-25 15:20:14
RETHY051KVG,16384,24633,2025-08-12 23:07:24,changed_mind,mail,40.83,original_payment,approved,12.26,new,James Maynard,2025-08-12 23:07:24
RETSY9TVIWE,29565,19612,2025-02-19 06:41:01,other,pickup,61.91,store_credit,completed,3.16,poor,Dakota Hernandez,2025-02-19 06:41:01
RETK0I1997S,49470,38970,2025-01-20 18:48:30,other,store,55.25,original_payment,processed,6.45,fair,Renee Taylor,2025-01-20 18:48:30
RETMXTJV6S6,81866,9503,2025-08-19 14:20:18,defective,mail,55.92,original_payment,approved,1.87,poor,Stephanie Sampson,2025-08-19 14:20:18
RETVU9O10PW,55705,981,2025-04-11 16:16:20,fit,store,36.94,original_payment,approved,11.56,fair,David Martinez,2025-04-11 16:16:20
RETWO40JXQ6,56342,13108,2024-10-17 09:18:19,fit,store,82.91,store_credit,completed,12.11,fair,Stanley Carey,2024-10-17 09:18:19
RETU9EQNRY3,68349,22959,2025-09-17 01:31:22,defective,pickup,55.42,original_payment,completed,6.62,fair,Christopher Bentley,2025-09-17 01:31:22
RETEW7UF5EH,7366,34412,2025-07-27 05:49:25,changed_mind,mail,36.82,original_payment,approved,7.27,good,Shawn Ochoa,2025-07-27 05:49:25
RETL7CIXE83,29773,3946,2025-08-30 09:00:32,defective,store,57.91,store_credit,approved,9.72,new,Ronald Cannon,2025-08-30 09:00:32
RETVHCMPHGD,15037,443,2025-09-24 05:09:28,fit,store,31.67,store_credit,pending,10.22,like_new,Kelly Briggs,2025-09-24 05:09:28
RET0D19WVP8,48093,7387,2025-06-19 20:17:21,defective,store,45.57,store_credit,approved,3.57,good,Dr. Melissa Hunt MD,2025-06-19 20:17:21
RET6KV66FNX,37243,47823,2025-08-30 07:18:45,other,mail,42.73,original_payment,processed,6.87,poor,Patrick Long,2025-08-30 07:18:45
RETDKKKXHDH,44345,10829,2025-08-22 07:56:07,defective,mail,50.89,store_credit,completed,1.21,good,Tiffany White,2025-08-22 07:56:07
RETBPOOO6H9,81054,48656,2025-08-22 16:46:09,defective,store,34.01,original_payment,approved,13.19,like_new,Anthony Trujillo,2025-08-22 16:46:09
RETFTQLA9Z1,30352,37967,2025-08-27 11:19:07,fit,store,50.83,original_payment,completed,10.44,poor,Katherine Myers,2025-08-27 11:19:07
RETS4I9DNVC,31311,20610,2025-06-13 19:31:02,fit,pickup,20.44,store_credit,completed,12.86,new,Cheryl Tate,2025-06-13 19:31:02
RETE90C490K,81514,11384,2025-02-22 17:24:57,fit,pickup,42.45,original_payment,approved,12.43,good,Thomas Turner,2025-02-22 17:24:57
