variant_id,product_id,sku,size,color,additional_price,weight_oz,stock_quantity,created_at
2463,P000551,SKU000551V2463,XL,Blue,8.63,2.65,220,2023-10-29 19:33:52
2464,P000552,SKU000552V2464,M,Navy,0.29,14.11,414,2025-04-10 04:11:15
2465,P000552,SKU000552V2465,M,Blue,17.30,11.83,260,2024-10-08 09:02:48
2466,P000552,SKU000552V2466,M,Brown,17.85,7.86,302,2025-05-26 14:11:24
2467,P000552,SKU000552V2467,M,Red,19.30,12.16,108,2023-10-12 11:25:19
2468,P000552,SKU000552V2468,XL,Black,8.50,13.14,134,2023-11-08 23:40:16
2469,P000552,SKU000552V2469,M,Beige,15.98,6.96,458,2025-07-25 16:06:11
2470,P000553,SKU000553V2470,XXL,Navy,15.41,11.11,182,2025-08-23 08:22:10
2471,P000553,SKU000553V2471,XS,White,7.93,9.85,181,2023-12-01 04:51:22
2472,P000553,SKU000553V2472,M,Gray,18.51,11.03,14,2024-05-27 19:54:18
2473,P000553,SKU000553V2473,XXL,Blue,3.21,3.54,105,2025-01-06 06:55:41
2474,P000554,SKU000554V2474,M,Navy,19.27,7.88,418,2024-05-15 11:01:49
2475,P000554,SKU000554V2475,L,Green,6.21,11.93,78,2025-07-31 13:32:59
2476,P000554,SKU000554V2476,XL,White,7.80,3.03,63,2023-11-15 09:32:41
2477,P000554,SKU000554V2477,M,White,1.85,14.64,476,2025-08-26 12:13:43
2478,P000555,SKU000555V2478,XL,Brown,12.79,2.08,40,2024-08-08 03:27:13
2479,P000555,SKU000555V2479,XL,Black,2.17,8.71,311,2025-08-23 13:21:39
2480,P000555,SKU000555V2480,L,Green,14.22,3.66,296,2024-07-05 07:12:05
2481,P000555,SKU000555V2481,XS,Navy,11.56,14.24,461,2025-03-01 17:10:15
2482,P000555,SKU000555V2482,L,Black,18.62,7.80,149,2025-02-18 15:41:26
2483,P000556,SKU000556V2483,M,Navy,12.77,2.99,227,2025-08-14 23:18:05
2484,P000556,SKU000556V2484,XXL,White,18.39,4.65,37,2023-12-06 03:43:38
2485,P000556,SKU000556V2485,M,Gray,14.71,8.22,462,2024-07-31 06:57:21
2486,P000556,SKU000556V2486,S,Blue,6.91,11.48,311,2025-07-10 07:29:52
2487,P000556,SKU000556V2487,XL,Black,9.22,14.66,189,2025-04-11 13:00:17
2488,P000556,SKU000556V2488,XXL,Navy,7.37,14.32,145,2025-07-12 14:17:59
2489,P000557,SKU000557V2489,M,Navy,2.47,11.03,295,2024-01-14 04:31:38
2490,P000557,SKU000557V2490,S,Brown,6.49,6.71,139,2024-03-28 08:25:19
2491,P000557,SKU000557V2491,M,Black,0.63,7.58,493,2023-12-22 22:51:59
2492,P000557,SKU000557V2492,M,Red,5.70,6.40,249,2024-12-13 12:00:40
2493,P000558,SKU000558V2493,S,White,2.23,4.52,493,2025-04-19 12:00:11
2494,P000558,SKU000558V2494,XXL,Green,5.71,9.99,285,2024-10-19 13:36:16
2495,P000558,SKU000558V2495,XXL,Green,13.64,11.53,327,2025-09-20 15:28:24
2496,P000558,SKU000558V2496,XS,Green,8.77,7.18,406,2023-12-29 17:14:14
2497,P000559,SKU000559V2497,S,Beige,12.90,11.65,357,2024-11-05 10:17:24
2498,P000559,SKU000559V2498,L,Navy,0.61,12.82,454,2025-02-23 22:12:03
2499,P000559,SKU000559V2499,XL,Blue,13.70,2.95,429,2025-07-01 21:37:58
2500,P000559,SKU000559V2500,L,Red,14.28,9.06,345,2024-12-20 20:06:15
2501,P000560,SKU000560V2501,XL,Blue,19.25,2.54,433,2025-05-21 01:30:10
2502,P000560,SKU000560V2502,M,Gray,0.66,14.93,321,2025-09-19 13:45:05
2503,P000560,SKU000560V2503,S,Red,14.38,12.79,267,2024-11-07 23:51:17
2504,P000561,SKU000561V2504,XL,Gray,6.62,13.45,127,2024-04-09 14:20:18
2505,P000561,SKU000561V2505,XS,Black,17.16,11.10,451,2024-10-16 14:48:55
2506,P000561,SKU000561V2506,XXL,White,10.29,13.34,376,2025-08-14 01:46:49
2507,P000561,SKU000561V2507,L,Green,10.10,13.77,273,2023-12-06 02:39:19
2508,P000561,SKU000561V2508,L,Red,19.78,5.30,152,2024-03-29 22:22:13
2509,P000562,SKU000562V2509,M,Beige,8.55,8.91,432,2025-01-04 21:46:33
2510,P000562,SKU000562V2510,XL,Red,13.77,9.84,253,2023-12-30 23:42:05
2511,P000562,SKU000562V2511,S,Green,14.09,3.39,292,2025-05-19 13:37:07
2512,P000562,SKU000562V2512,XXL,Red,4.82,3.60,315,2025-06-14 14:02:10
2513,P000562,SKU000562V2513,XL,Green,19.21,10.59,272,2024-05-27 10:41:17
2514,P000563,SKU000563V2514,XL,Pink,11.59,8.86,310,2024-06-08 18:37:49
2515,P000563,SKU000563V2515,S,Pink,1.22,8.26,171,2025-07-04 12:07:46
2516,P000563,SKU000563V2516,XXL,Navy,16.75,5.57,63,2024-12-23 20:55:34
2517,P000563,SKU000563V2517,L,Navy,5.08,2.47,129,2025-04-21 15:22:40
2518,P000563,SKU000563V2518,XS,Pink,10.81,11.24,205,2024-07-25 21:30:12
2519,P000563,SKU000563V2519,S,Beige,2.64,12.81,114,2025-06-13 22:16:20
2520,P000564,SKU000564V2520,XL,Green,3.25,5.10,130,2025-04-30 07:00:10
2521,P000564,SKU000564V2521,XS,Navy,19.52,10.57,340,2025-04-26 20:41:47
2522,P000564,SKU000564V2522,L,Black,7.84,4.04,428,2024-03-28 06:30:02
2523,P000564,SKU000564V2523,XL,Gray,19.67,13.27,274,2025-09-22 15:16:54
2524,P000565,SKU000565V2524,XXL,Pink,11.14,4.18,118,2024-08-20 11:08:44
2525,P000565,SKU000565V2525,XS,Black,16.32,4.41,17,2024-03-14 08:16:01
2526,P000565,SKU000565V2526,S,Black,0.33,8.79,364,2024-01-17 01:49:52
2527,P000566,SKU000566V2527,L,Blue,2.29,2.39,475,2023-12-18 23:27:13
2528,P000566,SKU000566V2528,XXL,Pink,13.43,13.95,295,2024-02-10 01:24:29
2529,P000566,SKU000566V2529,XXL,Green,14.30,2.15,72,2024-03-11 07:34:13
2530,P000566,SKU000566V2530,XS,Beige,3.79,12.36,206,2024-04-27 06:13:45
2531,P000566,SKU000566V2531,M,Black,18.35,13.67,130,2024-09-02 08:42:41
2532,P000566,SKU000566V2532,M,Red,13.00,14.26,338,2024-08-09 04:58:05
2533,P000567,SKU000567V2533,L,Beige,8.42,11.96,394,2024-04-11 12:54:07
2534,P000567,SKU000567V2534,XL,Navy,3.90,7.31,168,2025-07-28 05:55:00
2535,P000567,SKU000567V2535,XL,Red,16.64,3.27,414,2024-12-27 21:01:02
2536,P000568,SKU000568V2536,S,Black,9.14,7.26,394,2023-11-09 10:49:16
2537,P000568,SKU000568V2537,S,Black,7.40,5.63,427,2024-10-11 21:14:33
2538,P000568,SKU000568V2538,M,Pink,7.58,2.97,437,2024-11-14 08:53:49
2539,P000569,SKU000569V2539,XXL,Black,8.72,10.69,469,2024-07-14 01:18:11
2540,P000569,SKU000569V2540,L,Beige,1.84,13.76,16,2025-03-23 10:06:56
2541,P000569,SKU000569V2541,L,Red,5.98,11.22,54,2023-12-23 18:02:53
2542,P000570,SKU000570V2542,M,Black,16.16,6.21,287,2024-05-29 20:05:46
2543,P000570,SKU000570V2543,L,Pink,16.36,9.69,479,2024-11-23 21:43:15
2544,P000570,SKU000570V2544,XL,Green,0.84,2.20,324,2024-08-21 04:09:08
2545,P000570,SKU000570V2545,XL,Gray,8.60,4.63,290,2024-09-29 20:13:06
2546,P000571,SKU000571V2546,L,Brown,14.51,10.08,299,2025-03-10 07:27:47
2547,P000571,SKU000571V2547,S,Blue,12.14,2.20,411,2024-04-05 08:31:52
2548,P000571,SKU000571V2548,S,Brown,8.67,8.76,294,2024-04-29 17:37:43
2549,P000571,SKU000571V2549,XXL,Pink,2.37,14.94,280,2025-08-10 02:07:31
2550,P000572,SKU000572V2550,XL,White,7.28,12.44,199,2025-05-28 04:12:32
2551,P000572,SKU000572V2551,L,Navy,7.26,3.01,442,2025-09-23 18:43:32
2552,P000572,SKU000572V2552,L,Blue,0.47,5.08,314,2024-01-17 13:38:34
2553,P000572,SKU000572V2553,XS,White,2.65,11.12,461,2024-07-04 23:04:10
2554,P000572,SKU000572V2554,M,Green,16.99,8.79,333,2024-09-30 03:04:19
2555,P000572,SKU000572V2555,XL,Navy,7.60,14.71,164,2025-04-04 21:22:29
2556,P000573,SKU000573V2556,XL,Red,18.69,2.95,491,2024-07-08 15:27:11
2557,P000573,SKU000573V2557,L,Red,6.71,14.63,170,2025-06-25 23:39:22
2558,P000573,SKU000573V2558,XS,Green,9.73,11.18,158,2024-05-23 09:01:38
2559,P000574,SKU000574V2559,L,Beige,7.70,12.19,104,2023-10-13 09:08:52
2560,P000574,SKU000574V2560,XS,Brown,13.46,10.38,437,2025-02-09 07:22:44
2561,P000574,SKU000574V2561,S,Beige,1.84,9.70,374,2025-08-30 02:59:44
2562,P000574,SKU000574V2562,S,Blue,5.33,3.83,93,2025-01-09 13:30:04
2563,P000575,SKU000575V2563,M,Brown,11.75,2.69,240,2023-10-24 01:11:27
2564,P000575,SKU000575V2564,XXL,Beige,14.42,5.46,197,2025-07-11 14:29:20
2565,P000575,SKU000575V2565,S,White,16.47,10.85,187,2025-04-23 08:38:16
2566,P000575,SKU000575V2566,M,Green,16.67,6.15,33,2025-02-22 09:02:08
2567,P000575,SKU000575V2567,XL,Navy,0.06,3.84,305,2025-06-08 13:38:30
2568,P000575,SKU000575V2568,M,Green,16.61,9.47,373,2023-11-08 11:27:44
2569,P000576,SKU000576V2569,XS,Blue,4.39,13.68,370,2025-03-16 11:33:00
2570,P000576,SKU000576V2570,L,Beige,19.01,4.23,245,2025-09-08 14:56:22
2571,P000576,SKU000576V2571,S,Beige,16.95,14.89,250,2025-05-31 16:38:39
2572,P000577,SKU000577V2572,XL,Pink,6.56,13.51,379,2025-03-01 15:48:04
2573,P000577,SKU000577V2573,M,Black,1.17,8.76,258,2024-03-31 04:10:38
2574,P000577,SKU000577V2574,XL,Navy,3.22,11.32,144,2024-04-10 12:14:20
2575,P000577,SKU000577V2575,S,White,2.72,2.94,224,2024-11-29 07:53:27
2576,P000578,SKU000578V2576,XS,Green,1.32,6.57,412,2024-07-21 19:26:29
2577,P000578,SKU000578V2577,XL,Black,1.83,6.83,304,2024-05-24 05:28:43
2578,P000578,SKU000578V2578,XS,Pink,3.56,13.52,247,2025-02-04 07:10:11
2579,P000578,SKU000578V2579,XS,White,6.30,3.05,228,2025-03-24 04:44:23
2580,P000578,SKU000578V2580,XS,Red,4.55,13.21,428,2024-07-04 20:24:19
2581,P000579,SKU000579V2581,XS,Pink,2.72,2.43,32,2025-08-28 12:21:52
2582,P000579,SKU000579V2582,XS,Blue,11.87,2.19,358,2025-06-18 21:44:20
2583,P000579,SKU000579V2583,L,Beige,18.12,14.84,434,2025-03-12 06:15:03
2584,P000579,SKU000579V2584,XS,Brown,11.48,9.30,169,2023-12-30 19:32:35
2585,P000579,SKU000579V2585,M,Beige,4.54,3.83,340,2024-11-15 11:45:14
2586,P000579,SKU000579V2586,XL,Brown,9.37,9.22,313,2025-07-31 09:28:12
2587,P000580,SKU000580V2587,L,Red,2.63,5.63,141,2024-03-28 14:46:26
2588,P000580,SKU000580V2588,L,White,8.27,3.15,385,2025-07-24 03:59:51
2589,P000580,SKU000580V2589,XL,Brown,18.51,4.63,252,2024-09-04 15:16:55
2590,P000580,SKU000580V2590,M,Brown,1.65,12.02,471,2024-07-24 17:55:14
2591,P000581,SKU000581V2591,XS,Beige,6.65,6.57,88,2023-10-03 02:55:51
2592,P000581,SKU000581V2592,XL,Pink,8.07,4.38,360,2025-09-02 15:59:38
2593,P000581,SKU000581V2593,L,Beige,4.27,12.19,461,2024-07-28 05:53:29
2594,P000582,SKU000582V2594,L,Beige,10.48,12.71,461,2025-09-16 10:17:13
2595,P000582,SKU000582V2595,M,Navy,8.41,7.27,40,2025-09-08 23:41:23
2596,P000582,SKU000582V2596,M,Brown,8.71,7.58,391,2024-04-12 11:47:21
2597,P000582,SKU000582V2597,S,Pink,10.96,14.95,377,2024-05-17 17:15:28
2598,P000582,SKU000582V2598,M,Brown,10.07,5.95,290,2023-12-06 02:41:02
2599,P000583,SKU000583V2599,M,Gray,7.65,13.80,418,2025-09-23 06:36:38
2600,P000583,SKU000583V2600,M,Blue,18.30,2.62,286,2025-06-27 00:40:46
2601,P000583,SKU000583V2601,M,Black,8.91,14.05,237,2025-05-06 17:36:31
2602,P000583,SKU000583V2602,XXL,Black,7.87,10.06,239,2024-03-27 21:35:49
2603,P000584,SKU000584V2603,XS,Red,19.22,4.68,91,2024-05-15 00:39:39
2604,P000584,SKU000584V2604,S,Black,11.88,14.18,286,2024-03-08 10:11:04
2605,P000584,SKU000584V2605,M,White,0.85,11.10,332,2025-07-25 12:59:06
2606,P000584,SKU000584V2606,XXL,Black,13.32,3.32,317,2025-08-18 11:41:52
2607,P000584,SKU000584V2607,S,White,19.02,8.02,61,2024-01-29 11:08:53
2608,P000585,SKU000585V2608,XS,Pink,19.73,3.85,19,2025-09-07 09:44:17
2609,P000585,SKU000585V2609,M,Green,13.64,10.93,37,2024-09-01 20:58:32
2610,P000585,SKU000585V2610,S,Navy,12.68,11.32,217,2025-01-29 09:33:48
2611,P000585,SKU000585V2611,M,Gray,6.30,14.12,480,2024-05-30 09:02:27
2612,P000585,SKU000585V2612,XXL,White,13.65,13.61,10,2025-08-10 02:45:13
2613,P000585,SKU000585V2613,XXL,Navy,3.64,6.08,471,2025-06-18 21:41:30
2614,P000586,SKU000586V2614,XS,Black,3.16,11.87,223,2025-05-14 13:22:56
2615,P000586,SKU000586V2615,XXL,Black,1.58,6.38,66,2025-02-08 13:19:57
2616,P000586,SKU000586V2616,XXL,Navy,18.13,14.57,187,2024-08-07 14:04:06
2617,P000586,SKU000586V2617,XXL,Pink,5.19,13.58,334,2025-06-01 02:14:20
2618,P000586,SKU000586V2618,M,Black,8.76,14.43,32,2023-10-23 07:53:47
2619,P000587,SKU000587V2619,XS,Green,14.08,3.68,442,2024-04-26 20:42:25
2620,P000587,SKU000587V2620,XL,Brown,0.99,11.21,191,2025-07-30 23:59:38
2621,P000587,SKU000587V2621,XL,Red,12.88,5.00,477,2023-11-28 05:22:00
2622,P000587,SKU000587V2622,XS,Black,0.19,5.74,211,2025-06-27 09:48:53
2623,P000587,SKU000587V2623,XXL,Pink,4.32,12.05,165,2025-05-24 10:25:18
2624,P000587,SKU000587V2624,XS,Gray,13.80,3.54,306,2024-10-12 22:05:48
2625,P000588,SKU000588V2625,M,Navy,18.75,4.79,459,2024-09-26 22:04:26
2626,P000588,SKU000588V2626,XS,Brown,12.23,5.69,399,2025-04-21 09:53:24
2627,P000588,SKU000588V2627,XS,Brown,6.00,13.83,324,2024-08-12 18:27:10
2628,P000588,SKU000588V2628,S,Red,17.61,13.59,325,2025-09-15 15:27:21
2629,P000588,SKU000588V2629,XL,Red,6.92,5.17,394,2025-07-11 08:43:10
2630,P000589,SKU000589V2630,XXL,Pink,6.81,6.70,33,2024-06-11 10:41:15
2631,P000589,SKU000589V2631,XS,Black,1.19,9.40,259,2025-04-06 05:20:26
2632,P000589,SKU000589V2632,XL,Black,12.88,9.43,213,2024-08-20 01:46:08
2633,P000589,SKU000589V2633,XL,Black,1.47,11.32,208,2025-08-08 00:18:35
2634,P000589,SKU000589V2634,L,Beige,0.88,13.64,366,2025-09-09 11:14:17
2635,P000590,SKU000590V2635,XL,Beige,13.89,11.32,74,2025-06-25 02:42:08
2636,P000590,SKU000590V2636,S,Gray,11.41,5.99,157,2023-12-13 23:48:18
2637,P000590,SKU000590V2637,XXL,Red,17.24,2.04,20,2025-06-28 08:14:31
2638,P000590,SKU000590V2638,L,Green,7.54,13.00,444,2024-01-29 13:18:45
2639,P000590,SKU000590V2639,M,Red,0.16,10.23,92,2025-03-22 12:56:52
2640,P000590,SKU000590V2640,XS,White,9.86,6.07,204,2024-04-16 17:07:51
2641,P000591,SKU000591V2641,L,Navy,5.72,8.98,245,2024-10-24 07:03:20
2642,P000591,SKU000591V2642,S,Pink,1.22,10.60,105,2023-11-17 13:28:15
2643,P000591,SKU000591V2643,XL,Navy,4.38,6.00,123,2024-06-26 07:22:25
2644,P000591,SKU000591V2644,XS,White,0.30,2.42,413,2024-08-18 21:53:29
2645,P000592,SKU000592V2645,XXL,Blue,16.78,6.63,33,2025-01-06 16:33:02
2646,P000592,SKU000592V2646,XS,Brown,11.12,8.64,221,2025-04-15 10:09:29
2647,P000592,SKU000592V2647,S,Black,3.03,3.52,472,2025-06-19 19:41:38
2648,P000593,SKU000593V2648,L,Green,4.40,10.01,79,2024-11-25 10:40:51
2649,P000593,SKU000593V2649,XS,Beige,17.93,14.45,181,2025-04-22 01:36:54
2650,P000593,SKU000593V2650,L,Red,15.08,9.23,298,2024-06-06 19:41:58
2651,P000593,SKU000593V2651,XL,Green,6.47,13.19,299,2024-09-13 01:42:27
2652,P000593,SKU000593V2652,XS,Navy,11.87,12.02,313,2025-03-19 23:57:06
2653,P000593,SKU000593V2653,M,Navy,7.90,14.39,128,2023-10-18 06:09:13
2654,P000594,SKU000594V2654,L,Navy,15.95,11.02,462,2025-05-10 20:32:52
2655,P000594,SKU000594V2655,L,Red,7.07,3.01,105,2023-11-06 11:29:18
2656,P000594,SKU000594V2656,L,Green,17.80,9.75,365,2025-02-06 04:21:05
2657,P000594,SKU000594V2657,XS,Green,2.29,6.48,420,2025-02-06 08:26:50
2658,P000595,SKU000595V2658,S,Brown,0.12,7.61,106,2024-02-16 17:27:03
2659,P000595,SKU000595V2659,S,White,12.94,11.43,321,2025-01-28 11:15:42
2660,P000595,SKU000595V2660,S,White,7.05,8.82,476,2024-09-05 09:57:49
2661,P000595,SKU000595V2661,XS,Brown,11.46,11.40,260,2025-06-02 09:57:53
2662,P000596,SKU000596V2662,XL,White,8.67,3.46,405,2025-02-05 23:14:38
2663,P000596,SKU000596V2663,L,Gray,10.71,9.15,180,2024-01-10 17:14:20
2664,P000596,SKU000596V2664,XS,Pink,17.61,11.75,301,2023-09-29 09:37:59
2665,P000596,SKU000596V2665,XXL,Green,3.35,3.22,363,2024-08-03 05:10:27
2666,P000596,SKU000596V2666,XL,Brown,0.89,11.76,35,2024-02-29 09:58:13
2667,P000597,SKU000597V2667,S,Green,10.70,11.09,423,2025-01-27 00:35:15
2668,P000597,SKU000597V2668,S,White,10.95,9.91,202,2024-05-21 08:06:54
2669,P000597,SKU000597V2669,S,Brown,18.17,13.69,255,2024-05-27 16:29:39
2670,P000597,SKU000597V2670,XL,Beige,6.63,6.04,461,2024-12-17 06:09:37
2671,P000597,SKU000597V2671,XS,White,19.91,4.19,80,2023-11-29 21:12:45
2672,P000598,SKU000598V2672,S,Black,1.08,4.78,292,2023-12-22 02:17:00
2673,P000598,SKU000598V2673,M,Brown,2.55,12.90,484,2024-01-27 14:19:10
2674,P000598,SKU000598V2674,S,Navy,13.25,2.77,89,2024-04-07 21:14:37
2675,P000598,SKU000598V2675,XS,Beige,5.57,10.51,152,2024-11-01 02:03:14
2676,P000598,SKU000598V2676,XXL,Navy,18.49,8.82,450,2025-04-03 06:05:31
2677,P000598,SKU000598V2677,XS,White,8.43,14.44,498,2025-05-15 05:32:03
2678,P000599,SKU000599V2678,XXL,Black,13.46,10.15,386,2025-07-03 04:12:03
2679,P000599,SKU000599V2679,XS,Navy,0.72,14.72,116,2025-02-12 05:53:56
2680,P000599,SKU000599V2680,M,Navy,4.38,3.70,77,2025-05-11 18:40:48
2681,P000599,SKU000599V2681,L,Green,7.18,3.65,486,2024-01-06 01:24:16
2682,P000600,SKU000600V2682,S,Red,14.36,13.68,31,2025-07-15 20:46:58
2683,P000600,SKU000600V2683,S,Brown,1.87,13.52,181,2024-12-31 09:33:33
2684,P000600,SKU000600V2684,L,Beige,7.92,10.87,11,2025-03-12 15:39:56
2685,P000601,SKU000601V2685,M,Pink,4.62,7.72,434,2024-08-10 17:08:40
2686,P000601,SKU000601V2686,L,Red,7.96,3.25,309,2025-06-03 16:13:09
2687,P000601,SKU000601V2687,XL,Gray,2.64,10.89,46,2025-09-25 16:19:15
2688,P000602,SKU000602V2688,XL,White,8.31,12.57,462,2024-06-01 02:19:38
2689,P000602,SKU000602V2689,XXL,White,9.39,13.25,203,2024-09-11 16:40:40
2690,P000602,SKU000602V2690,XS,Navy,11.64,8.90,499,2024-10-02 13:40:29
2691,P000602,SKU000602V2691,XS,Black,5.27,14.55,441,2025-08-05 11:37:30
2692,P000603,SKU000603V2692,XS,Pink,7.74,3.96,93,2025-04-20 00:53:51
2693,P000603,SKU000603V2693,XS,Gray,18.78,8.33,224,2024-01-08 17:05:57
2694,P000603,SKU000603V2694,XL,Black,7.34,13.50,295,2024-04-16 11:43:16
2695,P000603,SKU000603V2695,L,Blue,9.21,13.40,395,2024-02-08 18:10:46
2696,P000603,SKU000603V2696,XS,Blue,4.68,14.09,211,2025-03-13 23:36:26
2697,P000604,SKU000604V2697,XL,Brown,16.08,6.70,195,2024-12-30 14:59:52
2698,P000604,SKU000604V2698,M,Pink,5.74,12.18,400,2025-06-30 04:22:48
2699,P000604,SKU000604V2699,M,Black,8.82,7.09,230,2024-06-07 10:50:16
2700,P000605,SKU000605V2700,XXL,Beige,12.09,11.32,106,2025-06-09 00:35:26
2701,P000605,SKU000605V2701,XL,Blue,6.88,10.41,164,2024-05-02 21:22:44
2702,P000605,SKU000605V2702,L,Navy,9.07,13.00,76,2024-02-28 07:39:22
2703,P000605,SKU000605V2703,L,Navy,8.68,3.53,437,2023-12-01 13:36:23
2704,P000606,SKU000606V2704,S,Beige,4.33,10.65,220,2024-08-13 23:04:10
2705,P000606,SKU000606V2705,XXL,Red,18.82,11.04,294,2024-07-08 12:50:55
2706,P000606,SKU000606V2706,M,Navy,2.03,13.05,273,2024-02-15 06:57:27
2707,P000606,SKU000606V2707,XXL,Black,10.68,14.34,262,2024-07-28 15:33:33
2708,P000606,SKU000606V2708,XL,Pink,1.96,14.09,328,2025-08-07 17:23:24
2709,P000607,SKU000607V2709,XXL,Gray,14.49,12.67,474,2024-07-16 02:03:04
2710,P000607,SKU000607V2710,XS,Pink,11.42,5.43,204,2025-07-06 07:50:28
2711,P000607,SKU000607V2711,S,Brown,6.78,13.54,132,2025-08-13 21:36:54
2712,P000607,SKU000607V2712,XXL,Beige,18.94,4.43,500,2024-12-13 01:08:48
2713,P000608,SKU000608V2713,XXL,Black,7.29,4.92,130,2024-03-19 09:02:22
2714,P000608,SKU000608V2714,M,Gray,18.99,12.52,27,2023-10-13 02:49:03
2715,P000608,SKU000608V2715,S,White,1.57,6.76,437,2023-10-14 20:29:22
2716,P000608,SKU000608V2716,XXL,Brown,9.99,6.86,24,2025-09-13 00:21:27
2717,P000608,SKU000608V2717,XXL,Beige,7.40,12.12,249,2024-12-03 20:02:58
2718,P000609,SKU000609V2718,XXL,Pink,13.50,6.30,265,2025-02-10 15:14:20
2719,P000609,SKU000609V2719,L,Blue,11.74,11.37,468,2025-01-14 08:51:42
2720,P000609,SKU000609V2720,M,Red,18.94,14.57,194,2025-01-25 17:28:36
2721,P000609,SKU000609V2721,L,Red,11.29,5.52,448,2024-03-22 15:42:29
2722,P000609,SKU000609V2722,L,Pink,15.54,14.51,205,2025-08-31 09:06:29
2723,P000609,SKU000609V2723,XS,Blue,4.17,3.64,153,2023-12-05 02:56:22
2724,P000610,SKU000610V2724,M,Beige,7.40,11.07,284,2024-09-20 04:31:14
2725,P000610,SKU000610V2725,XS,Pink,6.64,14.18,439,2024-02-28 00:14:45
2726,P000610,SKU000610V2726,M,Brown,1.75,4.41,184,2024-04-17 08:17:16
2727,P000610,SKU000610V2727,L,Pink,2.85,14.22,412,2025-03-24 16:45:05
2728,P000611,SKU000611V2728,L,Beige,16.88,3.47,103,2025-07-19 15:34:28
2729,P000611,SKU000611V2729,S,Black,9.06,3.78,151,2024-02-05 02:08:06
2730,P000611,SKU000611V2730,M,Pink,19.75,4.36,146,2023-11-04 16:19:04
2731,P000611,SKU000611V2731,XS,Beige,1.05,14.40,351,2024-08-03 12:07:43
2732,P000611,SKU000611V2732,XXL,Brown,11.67,12.30,136,2025-01-19 00:43:35
2733,P000611,SKU000611V2733,S,Blue,16.33,12.10,164,2024-08-25 03:38:03
2734,P000612,SKU000612V2734,S,Black,9.06,4.86,221,2025-01-05 08:25:40
2735,P000612,SKU000612V2735,L,Gray,2.08,10.85,474,2024-04-16 01:59:19
2736,P000612,SKU000612V2736,XS,Black,10.68,11.50,361,2024-01-20 22:32:24
2737,P000612,SKU000612V2737,L,Brown,16.44,4.17,480,2023-12-05 04:31:06
2738,P000612,SKU000612V2738,XS,White,7.37,7.81,291,2024-07-08 18:49:29
2739,P000613,SKU000613V2739,M,Navy,4.18,14.60,427,2024-02-06 03:36:59
2740,P000613,SKU000613V2740,M,Navy,8.66,8.57,473,2024-12-10 14:28:12
2741,P000613,SKU000613V2741,L,Beige,5.34,10.46,358,2023-12-27 03:52:06
2742,P000613,SKU000613V2742,XXL,Green,0.97,4.52,264,2023-10-07 23:25:01
2743,P000613,SKU000613V2743,S,Black,13.83,12.36,220,2025-04-07 03:39:43
2744,P000614,SKU000614V2744,S,Green,9.26,9.50,77,2024-11-08 10:37:16
2745,P000614,SKU000614V2745,L,Red,8.13,8.08,109,2024-08-30 00:14:34
2746,P000614,SKU000614V2746,XS,Beige,18.22,12.76,340,2025-05-19 16:45:31
2747,P000614,SKU000614V2747,XXL,Red,16.31,7.71,426,2025-09-10 14:08:05
2748,P000615,SKU000615V2748,XS,Red,6.51,10.56,275,2025-09-17 00:46:49
2749,P000615,SKU000615V2749,XS,Black,0.51,8.29,87,2024-09-13 10:01:25
2750,P000615,SKU000615V2750,XXL,Navy,14.59,6.02,43,2025-06-30 13:29:33
2751,P000616,SKU000616V2751,L,Gray,2.40,9.85,23,2025-03-03 05:17:50
2752,P000616,SKU000616V2752,S,Pink,13.85,12.00,73,2024-10-14 19:54:06
2753,P000616,SKU000616V2753,S,Blue,10.58,11.02,331,2023-12-28 01:31:35
2754,P000616,SKU000616V2754,L,Navy,18.17,3.58,111,2024-03-19 08:58:48
2755,P000616,SKU000616V2755,L,Pink,6.92,4.00,373,2025-04-03 06:05:16
2756,P000617,SKU000617V2756,S,Black,12.02,9.48,105,2024-03-02 19:12:00
2757,P000617,SKU000617V2757,XXL,Green,15.68,3.66,186,2024-02-22 00:17:48
2758,P000617,SKU000617V2758,M,Pink,7.04,13.18,467,2025-07-27 11:57:40
2759,P000617,SKU000617V2759,XXL,Gray,18.19,4.20,85,2025-06-19 19:24:09
2760,P000617,SKU000617V2760,XXL,Green,4.54,4.47,325,2025-05-26 12:06:21
2761,P000617,SKU000617V2761,XL,Pink,12.16,5.74,10,2024-04-20 18:40:36
2762,P000618,SKU000618V2762,XXL,Gray,15.64,3.68,125,2024-05-07 16:17:46
2763,P000618,SKU000618V2763,L,Blue,1.74,14.64,189,2025-04-28 19:00:09
2764,P000618,SKU000618V2764,L,Blue,1.83,9.17,35,2024-10-14 20:15:29
2765,P000618,SKU000618V2765,L,Black,10.23,9.89,209,2024-07-19 18:39:45
2766,P000618,SKU000618V2766,XS,Brown,16.14,13.10,434,2024-01-06 03:23:15
2767,P000618,SKU000618V2767,L,Black,1.97,3.62,261,2024-08-27 00:28:15
2768,P000619,SKU000619V2768,XS,Red,12.90,12.71,497,2025-07-23 03:35:18
2769,P000619,SKU000619V2769,XL,Gray,17.86,10.81,295,2024-03-05 11:42:36
2770,P000619,SKU000619V2770,XXL,Navy,14.12,8.41,449,2025-01-05 02:39:00
2771,P000619,SKU000619V2771,XXL,Blue,18.46,5.41,400,2024-03-12 10:44:55
